local authority code,local authority name,LSOA code,residents,hours worked 15 or less,hours worked 16 to 30,hours worked 31 to 48,hours worked 49 or more
E09000002,Barking and Dagenham,E01000046,738,63,155,444,76
E09000002,Barking and Dagenham,E01000049,572,71,144,310,47
E09000002,Barking and Dagenham,E01000050,570,53,126,331,60
E09000002,Barking and Dagenham,E01000051,581,65,150,323,43
E09000002,Barking and Dagenham,E01000052,858,91,174,506,87
E09000002,Barking and Dagenham,E01000053,617,36,99,428,54
E09000002,Barking and Dagenham,E01000054,694,59,149,424,62
E09000002,Barking and Dagenham,E01000055,664,63,114,424,63
E09000002,Barking and Dagenham,E01000056,609,52,135,374,48
E09000002,Barking and Dagenham,E01000057,595,39,117,372,67
E09000002,Barking and Dagenham,E01000058,796,67,156,506,67
E09000002,Barking and Dagenham,E01000059,621,50,119,400,52
E09000002,Barking and Dagenham,E01000060,685,67,135,425,58
E09000002,Barking and Dagenham,E01000061,591,51,124,361,55
E09000002,Barking and Dagenham,E01000062,770,73,133,498,66
E09000002,Barking and Dagenham,E01000063,661,46,139,411,65
E09000002,Barking and Dagenham,E01000064,754,66,155,461,72
E09000002,Barking and Dagenham,E01000065,661,64,132,395,70
E09000002,Barking and Dagenham,E01000066,802,71,155,506,70
E09000002,Barking and Dagenham,E01000067,824,84,180,487,73
E09000002,Barking and Dagenham,E01000068,739,78,147,428,86
E09000002,Barking and Dagenham,E01000069,968,95,188,589,96
E09000002,Barking and Dagenham,E01000070,673,68,118,415,72
E09000002,Barking and Dagenham,E01000071,973,82,195,589,107
E09000002,Barking and Dagenham,E01000072,725,61,132,475,57
E09000002,Barking and Dagenham,E01000073,652,51,145,406,50
E09000002,Barking and Dagenham,E01000074,641,48,146,369,78
E09000002,Barking and Dagenham,E01000075,678,56,138,421,63
E09000002,Barking and Dagenham,E01000076,740,73,132,461,74
E09000002,Barking and Dagenham,E01000077,608,58,118,383,49
E09000002,Barking and Dagenham,E01000078,611,43,130,390,48
E09000002,Barking and Dagenham,E01000079,575,52,120,334,69
E09000002,Barking and Dagenham,E01000080,612,47,143,364,58
E09000002,Barking and Dagenham,E01000081,701,58,127,444,72
E09000002,Barking and Dagenham,E01000082,670,57,133,417,63
E09000002,Barking and Dagenham,E01000083,671,61,139,410,61
E09000002,Barking and Dagenham,E01000084,561,64,121,316,60
E09000002,Barking and Dagenham,E01000085,630,48,145,373,64
E09000002,Barking and Dagenham,E01000086,602,53,105,387,57
E09000002,Barking and Dagenham,E01000087,559,41,120,343,55
E09000002,Barking and Dagenham,E01000088,753,67,152,471,63
E09000002,Barking and Dagenham,E01000089,722,62,154,429,77
E09000002,Barking and Dagenham,E01000090,664,59,139,403,63
E09000002,Barking and Dagenham,E01000091,585,48,116,366,55
E09000002,Barking and Dagenham,E01000093,576,63,122,340,51
E09000002,Barking and Dagenham,E01000094,626,51,122,399,54
E09000002,Barking and Dagenham,E01000095,671,60,131,422,58
E09000002,Barking and Dagenham,E01000096,619,75,136,348,60
E09000002,Barking and Dagenham,E01000097,642,65,149,368,60
E09000002,Barking and Dagenham,E01000098,679,68,123,413,75
E09000002,Barking and Dagenham,E01000099,726,66,149,439,72
E09000002,Barking and Dagenham,E01000100,640,66,112,411,51
E09000002,Barking and Dagenham,E01000101,646,66,117,389,74
E09000002,Barking and Dagenham,E01000102,616,47,108,404,57
E09000002,Barking and Dagenham,E01000103,670,62,139,413,56
E09000002,Barking and Dagenham,E01000104,678,63,124,428,63
E09000002,Barking and Dagenham,E01000105,784,57,140,505,82
E09000002,Barking and Dagenham,E01000106,751,54,137,487,73
E09000002,Barking and Dagenham,E01000107,693,65,143,424,61
E09000002,Barking and Dagenham,E01000108,746,57,141,486,62
E09000002,Barking and Dagenham,E01000110,671,54,126,411,80
E09000002,Barking and Dagenham,E01000111,757,67,159,455,76
E09000002,Barking and Dagenham,E01000112,876,75,151,550,100
E09000002,Barking and Dagenham,E01000113,770,75,134,482,79
E09000002,Barking and Dagenham,E01000114,895,88,152,565,90
E09000002,Barking and Dagenham,E01032580,525,56,139,295,35
E09000002,Barking and Dagenham,E01033587,704,42,129,452,81
E09000002,Barking and Dagenham,E01034469,130,16,26,80,8
E09000002,Barking and Dagenham,E01034470,610,64,117,355,74
E09000002,Barking and Dagenham,E01034471,373,34,66,219,54
E09000002,Barking and Dagenham,E01034472,148,10,20,100,18
E09000002,Barking and Dagenham,E01034473,430,34,85,270,41
E09000002,Barking and Dagenham,E01034474,897,75,139,606,77
E09000002,Barking and Dagenham,E01034475,573,60,110,361,42
E09000002,Barking and Dagenham,E01034476,248,22,47,160,19
E09000002,Barking and Dagenham,E01034477,235,19,41,150,25
E09000002,Barking and Dagenham,E01034478,0,0,0,0,0
E09000002,Barking and Dagenham,E01034479,1148,109,291,655,93
E09000003,Barnet,E01000115,704,88,149,362,105
E09000003,Barnet,E01000116,866,101,167,493,105
E09000003,Barnet,E01000117,879,88,148,523,120
E09000003,Barnet,E01000118,959,96,203,544,116
E09000003,Barnet,E01000119,794,72,146,460,116
E09000003,Barnet,E01000120,695,65,142,384,104
E09000003,Barnet,E01000121,543,60,118,301,64
E09000003,Barnet,E01000122,746,55,134,441,116
E09000003,Barnet,E01000123,900,93,156,545,106
E09000003,Barnet,E01000124,785,73,137,477,98
E09000003,Barnet,E01000126,875,100,194,495,86
E09000003,Barnet,E01000127,667,60,135,399,73
E09000003,Barnet,E01000128,810,75,163,496,76
E09000003,Barnet,E01000129,723,73,192,393,65
E09000003,Barnet,E01000130,724,65,158,433,68
E09000003,Barnet,E01000131,836,74,181,493,88
E09000003,Barnet,E01000132,631,54,134,379,64
E09000003,Barnet,E01000133,648,61,130,382,75
E09000003,Barnet,E01000134,744,75,167,432,70
E09000003,Barnet,E01000135,713,96,123,347,147
E09000003,Barnet,E01000136,704,69,109,343,183
E09000003,Barnet,E01000137,682,50,148,401,83
E09000003,Barnet,E01000138,664,69,137,364,94
E09000003,Barnet,E01000139,742,78,121,385,158
E09000003,Barnet,E01000140,842,80,158,444,160
E09000003,Barnet,E01000141,1142,96,234,669,143
E09000003,Barnet,E01000142,1213,105,231,710,167
E09000003,Barnet,E01000143,591,64,136,314,77
E09000003,Barnet,E01000144,839,91,147,425,176
E09000003,Barnet,E01000145,625,69,131,312,113
E09000003,Barnet,E01000146,942,98,153,552,139
E09000003,Barnet,E01000147,848,66,171,513,98
E09000003,Barnet,E01000150,1020,96,213,586,125
E09000003,Barnet,E01000151,587,63,150,329,45
E09000003,Barnet,E01000152,607,70,179,321,37
E09000003,Barnet,E01000153,578,76,143,328,31
E09000003,Barnet,E01000154,553,45,118,335,55
E09000003,Barnet,E01000156,1003,85,175,574,169
E09000003,Barnet,E01000157,838,73,121,531,113
E09000003,Barnet,E01000158,933,90,171,512,160
E09000003,Barnet,E01000159,798,84,160,432,122
E09000003,Barnet,E01000160,1209,92,183,714,220
E09000003,Barnet,E01000161,783,53,116,516,98
E09000003,Barnet,E01000162,741,76,144,432,89
E09000003,Barnet,E01000163,750,59,135,470,86
E09000003,Barnet,E01000164,782,75,169,446,92
E09000003,Barnet,E01000165,1005,86,150,625,144
E09000003,Barnet,E01000166,731,65,131,411,124
E09000003,Barnet,E01000167,627,66,122,365,74
E09000003,Barnet,E01000168,728,77,151,387,113
E09000003,Barnet,E01000169,812,87,131,466,128
E09000003,Barnet,E01000170,776,66,134,464,112
E09000003,Barnet,E01000171,969,84,150,619,116
E09000003,Barnet,E01000172,753,83,135,426,109
E09000003,Barnet,E01000173,851,78,158,494,121
E09000003,Barnet,E01000174,822,68,167,476,111
E09000003,Barnet,E01000175,777,90,146,443,98
E09000003,Barnet,E01000176,706,63,127,409,107
E09000003,Barnet,E01000177,995,79,153,590,173
E09000003,Barnet,E01000178,904,86,150,501,167
E09000003,Barnet,E01000179,1029,76,144,647,162
E09000003,Barnet,E01000180,809,73,109,481,146
E09000003,Barnet,E01000181,1007,70,155,593,189
E09000003,Barnet,E01000182,982,69,118,590,205
E09000003,Barnet,E01000183,745,78,97,416,154
E09000003,Barnet,E01000184,608,52,126,370,60
E09000003,Barnet,E01000185,618,59,107,374,78
E09000003,Barnet,E01000186,759,108,153,370,128
E09000003,Barnet,E01000187,705,83,141,364,117
E09000003,Barnet,E01000188,813,79,146,428,160
E09000003,Barnet,E01000189,679,96,168,356,59
E09000003,Barnet,E01000190,715,82,137,381,115
E09000003,Barnet,E01000191,710,68,150,392,100
E09000003,Barnet,E01000192,861,104,169,473,115
E09000003,Barnet,E01000193,812,100,166,428,118
E09000003,Barnet,E01000194,819,75,149,475,120
E09000003,Barnet,E01000195,734,71,145,456,62
E09000003,Barnet,E01000196,1030,109,150,628,143
E09000003,Barnet,E01000197,1032,83,196,605,148
E09000003,Barnet,E01000198,906,90,179,490,147
E09000003,Barnet,E01000199,747,110,139,348,150
E09000003,Barnet,E01000200,847,86,159,446,156
E09000003,Barnet,E01000201,727,107,146,333,141
E09000003,Barnet,E01000202,890,102,161,466,161
E09000003,Barnet,E01000203,753,97,151,389,116
E09000003,Barnet,E01000204,911,90,156,492,173
E09000003,Barnet,E01000205,756,82,139,358,177
E09000003,Barnet,E01000206,685,72,116,323,174
E09000003,Barnet,E01000207,735,85,126,343,181
E09000003,Barnet,E01000208,808,94,126,396,192
E09000003,Barnet,E01000209,706,91,116,348,151
E09000003,Barnet,E01000210,784,75,122,407,180
E09000003,Barnet,E01000211,1110,105,190,641,174
E09000003,Barnet,E01000212,925,110,138,467,210
E09000003,Barnet,E01000213,609,83,93,257,176
E09000003,Barnet,E01000214,741,66,94,430,151
E09000003,Barnet,E01000215,819,97,192,412,118
E09000003,Barnet,E01000216,906,111,162,471,162
E09000003,Barnet,E01000217,756,93,152,376,135
E09000003,Barnet,E01000218,787,98,168,389,132
E09000003,Barnet,E01000219,836,95,199,438,104
E09000003,Barnet,E01000220,821,99,176,437,109
E09000003,Barnet,E01000221,484,60,98,260,66
E09000003,Barnet,E01000222,667,81,143,368,75
E09000003,Barnet,E01000223,575,46,137,329,63
E09000003,Barnet,E01000224,678,73,135,359,111
E09000003,Barnet,E01000225,618,79,168,261,110
E09000003,Barnet,E01000226,736,95,164,390,87
E09000003,Barnet,E01000227,880,94,168,513,105
E09000003,Barnet,E01000228,702,88,132,369,113
E09000003,Barnet,E01000229,756,74,150,447,85
E09000003,Barnet,E01000230,807,81,174,438,114
E09000003,Barnet,E01000231,894,98,173,528,95
E09000003,Barnet,E01000232,841,77,155,470,139
E09000003,Barnet,E01000233,901,85,155,506,155
E09000003,Barnet,E01000234,858,68,156,474,160
E09000003,Barnet,E01000235,755,73,147,427,108
E09000003,Barnet,E01000236,803,121,166,393,123
E09000003,Barnet,E01000237,1073,142,153,607,171
E09000003,Barnet,E01000238,862,124,172,453,113
E09000003,Barnet,E01000239,1017,80,152,640,145
E09000003,Barnet,E01000240,781,87,151,421,122
E09000003,Barnet,E01000241,914,127,159,470,158
E09000003,Barnet,E01000242,664,74,130,333,127
E09000003,Barnet,E01000243,924,107,171,509,137
E09000003,Barnet,E01000244,755,82,138,435,100
E09000003,Barnet,E01000245,877,85,176,486,130
E09000003,Barnet,E01000246,735,74,140,383,138
E09000003,Barnet,E01000247,942,83,139,571,149
E09000003,Barnet,E01000248,842,78,152,462,150
E09000003,Barnet,E01000249,803,80,182,387,154
E09000003,Barnet,E01000250,1177,115,193,661,208
E09000003,Barnet,E01000251,931,77,133,596,125
E09000003,Barnet,E01000252,817,93,129,462,133
E09000003,Barnet,E01000253,723,104,135,338,146
E09000003,Barnet,E01000254,759,82,115,407,155
E09000003,Barnet,E01000255,664,73,139,351,101
E09000003,Barnet,E01000256,893,93,154,472,174
E09000003,Barnet,E01000257,750,67,152,453,78
E09000003,Barnet,E01000258,844,87,154,440,163
E09000003,Barnet,E01000259,1271,114,205,733,219
E09000003,Barnet,E01000260,985,102,171,547,165
E09000003,Barnet,E01000261,721,82,120,355,164
E09000003,Barnet,E01000263,780,117,121,389,153
E09000003,Barnet,E01000264,807,75,165,419,148
E09000003,Barnet,E01000265,917,75,191,504,147
E09000003,Barnet,E01000266,773,100,145,397,131
E09000003,Barnet,E01000267,817,85,154,440,138
E09000003,Barnet,E01000268,885,76,143,521,145
E09000003,Barnet,E01000269,730,87,133,407,103
E09000003,Barnet,E01000270,762,69,120,453,120
E09000003,Barnet,E01000271,715,99,116,358,142
E09000003,Barnet,E01000272,656,88,95,320,153
E09000003,Barnet,E01000273,726,71,119,415,121
E09000003,Barnet,E01000274,883,83,178,496,126
E09000003,Barnet,E01000275,827,71,145,460,151
E09000003,Barnet,E01000276,713,88,111,356,158
E09000003,Barnet,E01000277,700,66,118,406,110
E09000003,Barnet,E01000278,682,82,115,349,136
E09000003,Barnet,E01000279,663,89,118,280,176
E09000003,Barnet,E01000280,689,104,126,312,147
E09000003,Barnet,E01000281,584,49,125,322,88
E09000003,Barnet,E01000282,818,75,140,465,138
E09000003,Barnet,E01000283,690,88,129,335,138
E09000003,Barnet,E01000284,863,67,137,516,143
E09000003,Barnet,E01000285,703,71,134,411,87
E09000003,Barnet,E01000286,697,80,108,418,91
E09000003,Barnet,E01000287,682,67,147,387,81
E09000003,Barnet,E01000288,767,77,155,425,110
E09000003,Barnet,E01000289,680,89,162,374,55
E09000003,Barnet,E01000290,682,63,118,376,125
E09000003,Barnet,E01000291,614,73,149,331,61
E09000003,Barnet,E01000292,699,81,125,387,106
E09000003,Barnet,E01000293,906,103,154,498,151
E09000003,Barnet,E01000294,722,82,118,418,104
E09000003,Barnet,E01000295,912,73,129,530,180
E09000003,Barnet,E01000296,974,76,130,586,182
E09000003,Barnet,E01000297,805,60,121,491,133
E09000003,Barnet,E01000298,1022,81,168,624,149
E09000003,Barnet,E01000299,943,68,154,588,133
E09000003,Barnet,E01000300,893,83,137,523,150
E09000003,Barnet,E01000301,725,75,126,399,125
E09000003,Barnet,E01000302,908,63,126,588,131
E09000003,Barnet,E01000303,745,69,124,411,141
E09000003,Barnet,E01000304,882,69,136,541,136
E09000003,Barnet,E01000305,779,76,175,431,97
E09000003,Barnet,E01000306,859,84,150,513,112
E09000003,Barnet,E01000307,761,79,159,460,63
E09000003,Barnet,E01000308,575,64,148,317,46
E09000003,Barnet,E01000309,889,115,164,475,135
E09000003,Barnet,E01000310,1065,120,202,594,149
E09000003,Barnet,E01000311,648,86,131,306,125
E09000003,Barnet,E01000312,809,76,182,465,86
E09000003,Barnet,E01000313,919,108,190,516,105
E09000003,Barnet,E01000314,955,123,144,529,159
E09000003,Barnet,E01000315,711,73,149,416,73
E09000003,Barnet,E01000316,1169,100,204,703,162
E09000003,Barnet,E01000317,817,59,142,483,133
E09000003,Barnet,E01000318,905,92,173,522,118
E09000003,Barnet,E01000319,799,83,124,461,131
E09000003,Barnet,E01000320,703,54,137,387,125
E09000003,Barnet,E01000321,933,89,173,536,135
E09000003,Barnet,E01000322,900,81,191,514,114
E09000003,Barnet,E01000323,1060,108,176,634,142
E09000003,Barnet,E01000324,857,98,182,449,128
E09000003,Barnet,E01033911,749,80,128,430,111
E09000003,Barnet,E01033912,247,20,40,138,49
E09000003,Barnet,E01033913,582,64,114,331,73
E09000003,Barnet,E01033914,588,76,117,325,70
E09000003,Barnet,E01033915,0,0,0,0,0
E09000003,Barnet,E01033916,873,69,164,528,112
E09000003,Barnet,E01033917,380,28,51,252,49
E09000003,Barnet,E01033918,319,76,47,150,46
E09000003,Barnet,E01033919,78,8,12,50,8
E09000003,Barnet,E01033920,191,17,40,104,30
E09000003,Barnet,E01033921,0,0,0,0,0
E09000003,Barnet,E01033922,145,14,28,85,18
E09000003,Barnet,E01033923,263,26,41,167,29
E09000003,Barnet,E01033924,540,35,136,323,46
E09000003,Barnet,E01033925,524,60,91,308,65
E09000004,Bexley,E01000325,839,95,155,482,107
E09000004,Bexley,E01000326,735,46,118,507,64
E09000004,Bexley,E01000327,751,75,142,453,81
E09000004,Bexley,E01000328,733,77,137,419,100
E09000004,Bexley,E01000329,624,56,112,393,63
E09000004,Bexley,E01000330,715,36,132,450,97
E09000004,Bexley,E01000331,694,60,151,408,75
E09000004,Bexley,E01000332,706,76,131,406,93
E09000004,Bexley,E01000333,738,53,126,460,99
E09000004,Bexley,E01000334,798,67,145,500,86
E09000004,Bexley,E01000335,745,70,132,461,82
E09000004,Bexley,E01000336,813,62,181,478,92
E09000004,Bexley,E01000337,841,64,160,538,79
E09000004,Bexley,E01000338,922,86,159,574,103
E09000004,Bexley,E01000339,724,76,122,435,91
E09000004,Bexley,E01000340,559,42,115,338,64
E09000004,Bexley,E01000341,721,62,150,428,81
E09000004,Bexley,E01000342,1056,93,187,649,127
E09000004,Bexley,E01000343,752,76,162,397,117
E09000004,Bexley,E01000344,798,78,148,488,84
E09000004,Bexley,E01000345,714,73,122,409,110
E09000004,Bexley,E01000346,840,78,142,512,108
E09000004,Bexley,E01000347,741,80,148,427,86
E09000004,Bexley,E01000348,753,88,146,417,102
E09000004,Bexley,E01000349,782,81,121,461,119
E09000004,Bexley,E01000350,774,73,175,442,84
E09000004,Bexley,E01000351,824,81,163,491,89
E09000004,Bexley,E01000352,777,68,141,478,90
E09000004,Bexley,E01000353,822,96,139,479,108
E09000004,Bexley,E01000354,739,88,145,427,79
E09000004,Bexley,E01000355,701,69,133,403,96
E09000004,Bexley,E01000356,693,56,134,431,72
E09000004,Bexley,E01000357,731,70,146,427,88
E09000004,Bexley,E01000358,818,77,122,517,102
E09000004,Bexley,E01000359,636,53,116,392,75
E09000004,Bexley,E01000360,852,66,130,547,109
E09000004,Bexley,E01000361,817,90,134,474,119
E09000004,Bexley,E01000362,702,82,133,400,87
E09000004,Bexley,E01000363,757,66,122,456,113
E09000004,Bexley,E01000364,776,72,141,457,106
E09000004,Bexley,E01000365,757,64,133,467,93
E09000004,Bexley,E01000366,876,78,138,546,114
E09000004,Bexley,E01000367,694,64,152,412,66
E09000004,Bexley,E01000368,664,54,130,410,70
E09000004,Bexley,E01000369,835,79,166,503,87
E09000004,Bexley,E01000370,763,63,160,456,84
E09000004,Bexley,E01000371,832,47,146,539,100
E09000004,Bexley,E01000372,682,76,139,387,80
E09000004,Bexley,E01000373,585,52,141,330,62
E09000004,Bexley,E01000374,568,46,112,347,63
E09000004,Bexley,E01000375,672,67,106,436,63
E09000004,Bexley,E01000376,753,80,130,462,81
E09000004,Bexley,E01000377,729,54,144,442,89
E09000004,Bexley,E01000379,797,71,137,501,88
E09000004,Bexley,E01000380,737,59,138,476,64
E09000004,Bexley,E01000381,739,63,122,467,87
E09000004,Bexley,E01000382,725,83,122,416,104
E09000004,Bexley,E01000383,703,73,146,395,89
E09000004,Bexley,E01000384,837,76,139,506,116
E09000004,Bexley,E01000385,793,68,142,481,102
E09000004,Bexley,E01000386,559,64,118,321,56
E09000004,Bexley,E01000387,724,63,140,438,83
E09000004,Bexley,E01000388,682,73,117,407,85
E09000004,Bexley,E01000389,837,64,140,507,126
E09000004,Bexley,E01000390,633,56,118,376,83
E09000004,Bexley,E01000391,877,82,156,547,92
E09000004,Bexley,E01000392,779,71,160,461,87
E09000004,Bexley,E01000393,856,69,165,515,107
E09000004,Bexley,E01000394,711,59,123,426,103
E09000004,Bexley,E01000395,734,82,132,425,95
E09000004,Bexley,E01000396,738,69,128,454,87
E09000004,Bexley,E01000398,714,54,141,447,72
E09000004,Bexley,E01000399,739,68,136,450,85
E09000004,Bexley,E01000400,755,79,134,470,72
E09000004,Bexley,E01000401,743,61,139,455,88
E09000004,Bexley,E01000402,699,56,115,446,82
E09000004,Bexley,E01000403,866,67,157,556,86
E09000004,Bexley,E01000404,996,79,149,631,137
E09000004,Bexley,E01000405,655,58,122,406,69
E09000004,Bexley,E01000406,751,59,147,456,89
E09000004,Bexley,E01000407,639,54,119,403,63
E09000004,Bexley,E01000408,751,71,135,454,91
E09000004,Bexley,E01000409,859,63,148,551,97
E09000004,Bexley,E01000410,819,69,149,500,101
E09000004,Bexley,E01000411,704,52,149,432,71
E09000004,Bexley,E01000412,878,63,140,570,105
E09000004,Bexley,E01000413,694,61,121,441,71
E09000004,Bexley,E01000414,792,79,137,481,95
E09000004,Bexley,E01000415,758,70,136,470,82
E09000004,Bexley,E01000416,668,53,137,408,70
E09000004,Bexley,E01000417,802,68,154,481,99
E09000004,Bexley,E01000418,922,79,177,559,107
E09000004,Bexley,E01000419,678,65,134,404,75
E09000004,Bexley,E01000420,773,71,158,452,92
E09000004,Bexley,E01000421,661,62,121,411,67
E09000004,Bexley,E01000422,644,67,142,372,63
E09000004,Bexley,E01000423,817,91,155,470,101
E09000004,Bexley,E01000424,881,77,115,551,138
E09000004,Bexley,E01000425,822,101,159,468,94
E09000004,Bexley,E01000426,895,85,139,566,105
E09000004,Bexley,E01000427,871,76,157,524,114
E09000004,Bexley,E01000428,773,71,121,459,122
E09000004,Bexley,E01000429,692,71,141,410,70
E09000004,Bexley,E01000430,828,51,137,552,88
E09000004,Bexley,E01000431,650,70,132,388,60
E09000004,Bexley,E01000433,689,61,134,420,74
E09000004,Bexley,E01000434,580,59,134,326,61
E09000004,Bexley,E01000435,592,46,113,365,68
E09000004,Bexley,E01000436,851,83,176,495,97
E09000004,Bexley,E01000437,630,65,132,358,75
E09000004,Bexley,E01000438,800,70,140,498,92
E09000004,Bexley,E01000439,674,59,125,402,88
E09000004,Bexley,E01000440,704,73,133,417,81
E09000004,Bexley,E01000441,729,67,136,438,88
E09000004,Bexley,E01000442,753,79,143,443,88
E09000004,Bexley,E01000443,596,50,118,366,62
E09000004,Bexley,E01000444,779,91,155,403,130
E09000004,Bexley,E01000445,756,75,145,429,107
E09000004,Bexley,E01000446,886,84,146,547,109
E09000004,Bexley,E01000447,817,71,116,497,133
E09000004,Bexley,E01000448,634,64,123,362,85
E09000004,Bexley,E01000449,659,57,99,373,130
E09000004,Bexley,E01000450,788,82,152,461,93
E09000004,Bexley,E01000451,869,72,150,555,92
E09000004,Bexley,E01000452,756,83,152,433,88
E09000004,Bexley,E01000453,769,72,143,463,91
E09000004,Bexley,E01000454,764,58,141,485,80
E09000004,Bexley,E01000455,853,73,165,530,85
E09000004,Bexley,E01000456,749,80,143,457,69
E09000004,Bexley,E01000457,874,99,114,546,115
E09000004,Bexley,E01000458,704,86,126,397,95
E09000004,Bexley,E01000459,717,79,110,420,108
E09000004,Bexley,E01000460,757,95,114,438,110
E09000004,Bexley,E01000461,896,117,160,511,108
E09000004,Bexley,E01000462,738,76,130,441,91
E09000004,Bexley,E01000463,653,70,104,395,84
E09000004,Bexley,E01000464,614,55,116,386,57
E09000004,Bexley,E01000465,649,61,129,395,64
E09000004,Bexley,E01000466,630,44,140,383,63
E09000004,Bexley,E01000467,714,55,132,462,65
E09000004,Bexley,E01000468,1173,84,236,747,106
E09000004,Bexley,E01000469,757,63,136,480,78
E09000004,Bexley,E01000470,538,36,126,333,43
E09000004,Bexley,E01032566,750,54,141,495,60
E09000004,Bexley,E01033789,151,20,25,84,22
E09000004,Bexley,E01033790,499,35,93,320,51
E09000004,Bexley,E01033791,384,31,77,231,45
E09000004,Bexley,E01033792,711,67,101,442,101
E09000005,Brent,E01000471,813,74,133,536,70
E09000005,Brent,E01000472,764,57,123,510,74
E09000005,Brent,E01000473,659,64,105,444,46
E09000005,Brent,E01000474,909,83,174,584,68
E09000005,Brent,E01000475,971,87,183,625,76
E09000005,Brent,E01000476,773,81,108,509,75
E09000005,Brent,E01000477,921,90,152,591,88
E09000005,Brent,E01000478,1062,84,190,700,88
E09000005,Brent,E01000479,739,68,137,416,118
E09000005,Brent,E01000480,864,87,147,486,144
E09000005,Brent,E01000481,701,71,119,421,90
E09000005,Brent,E01000483,693,67,168,401,57
E09000005,Brent,E01000484,497,43,107,300,47
E09000005,Brent,E01000485,636,45,126,395,70
E09000005,Brent,E01000486,1001,123,191,566,121
E09000005,Brent,E01000487,691,61,114,424,92
E09000005,Brent,E01000488,763,75,162,394,132
E09000005,Brent,E01000489,792,71,142,466,113
E09000005,Brent,E01000490,1043,73,133,637,200
E09000005,Brent,E01000491,968,80,142,547,199
E09000005,Brent,E01000492,686,55,131,398,102
E09000005,Brent,E01000493,831,70,162,474,125
E09000005,Brent,E01000494,884,63,126,546,149
E09000005,Brent,E01000495,853,52,142,510,149
E09000005,Brent,E01000497,771,75,151,429,116
E09000005,Brent,E01000498,638,71,138,372,57
E09000005,Brent,E01000499,659,72,142,392,53
E09000005,Brent,E01000501,717,72,144,419,82
E09000005,Brent,E01000502,575,43,124,327,81
E09000005,Brent,E01000503,899,80,208,500,111
E09000005,Brent,E01000504,960,76,137,586,161
E09000005,Brent,E01000505,761,68,126,459,108
E09000005,Brent,E01000506,778,69,158,483,68
E09000005,Brent,E01000507,796,76,175,449,96
E09000005,Brent,E01000508,744,79,174,420,71
E09000005,Brent,E01000509,630,57,110,382,81
E09000005,Brent,E01000510,747,90,140,446,71
E09000005,Brent,E01000511,705,61,168,385,91
E09000005,Brent,E01000512,979,73,176,592,138
E09000005,Brent,E01000513,785,84,157,462,82
E09000005,Brent,E01000514,790,79,143,452,116
E09000005,Brent,E01000515,754,71,156,444,83
E09000005,Brent,E01000516,844,90,181,471,102
E09000005,Brent,E01000517,775,77,131,462,105
