local authority code,local authority name,LSOA code,All usual residents aged 16+ in work,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
E09000003,Barnet,E01033924,654,188,91,27,103,6,5,173,12,5,36,8
E09000003,Barnet,E01033925,874,295,142,25,109,7,7,197,18,11,50,13
E09000004,Bexley,E01000325,803,347,10,57,24,6,7,287,13,8,33,11
E09000004,Bexley,E01000326,727,273,14,79,33,7,2,274,18,2,18,7
E09000004,Bexley,E01000327,751,296,14,78,29,1,5,264,19,2,32,11
E09000004,Bexley,E01000328,749,304,5,81,27,4,1,263,25,4,29,6
E09000004,Bexley,E01000329,802,294,9,82,45,3,5,274,23,7,56,4
E09000004,Bexley,E01000330,773,257,11,75,68,7,3,250,22,7,55,18
E09000004,Bexley,E01000331,763,216,8,65,61,4,6,330,19,6,39,9
E09000004,Bexley,E01000332,726,225,20,69,49,10,5,281,29,2,28,8
E09000004,Bexley,E01000333,866,262,29,65,100,4,5,315,23,12,39,12
E09000004,Bexley,E01000334,793,227,18,60,52,4,2,346,36,9,25,14
E09000004,Bexley,E01000335,1433,418,67,196,91,6,7,443,35,17,132,21
E09000004,Bexley,E01000336,858,214,42,121,113,5,6,261,20,6,56,14
E09000004,Bexley,E01000337,828,233,26,94,87,3,5,293,26,4,47,10
E09000004,Bexley,E01000338,969,284,34,113,71,6,6,338,36,12,54,15
E09000004,Bexley,E01000339,750,283,11,68,23,4,10,281,27,4,28,11
E09000004,Bexley,E01000340,757,232,18,73,40,6,7,325,11,2,29,14
E09000004,Bexley,E01000341,724,232,10,51,29,11,8,323,20,4,29,7
E09000004,Bexley,E01000342,835,284,16,55,41,9,6,354,25,8,26,11
E09000004,Bexley,E01000343,729,239,11,59,42,10,3,288,21,2,45,9
E09000004,Bexley,E01000344,787,314,8,76,28,3,7,284,17,8,32,10
E09000004,Bexley,E01000345,718,293,14,60,16,5,4,258,11,9,40,8
E09000004,Bexley,E01000346,819,281,12,64,17,3,8,365,26,6,31,6
E09000004,Bexley,E01000347,739,228,13,66,52,3,3,292,18,13,33,18
E09000004,Bexley,E01000348,785,345,5,56,10,13,8,290,13,7,28,10
E09000004,Bexley,E01000349,823,360,12,67,15,3,4,301,21,6,22,12
E09000004,Bexley,E01000350,795,301,6,66,31,9,3,302,18,2,49,8
E09000004,Bexley,E01000351,813,318,11,61,23,8,7,316,15,9,32,13
E09000004,Bexley,E01000352,790,245,18,47,48,7,5,353,26,5,24,12
E09000004,Bexley,E01000353,725,305,4,80,11,4,2,272,20,5,17,5
E09000004,Bexley,E01000354,708,229,9,86,39,5,10,282,17,9,21,1
E09000004,Bexley,E01000355,672,249,11,65,18,4,3,268,10,9,27,8
E09000004,Bexley,E01000356,677,300,5,68,31,3,3,211,15,7,21,13
E09000004,Bexley,E01000357,721,289,8,74,25,5,4,258,21,4,26,7
E09000004,Bexley,E01000358,798,325,13,95,37,5,8,243,22,6,35,9
E09000004,Bexley,E01000359,623,264,12,56,14,4,3,228,18,6,13,5
E09000004,Bexley,E01000360,956,346,23,121,88,1,10,266,15,8,67,11
E09000004,Bexley,E01000361,846,327,7,74,32,8,6,307,23,9,46,7
E09000004,Bexley,E01000362,910,362,11,80,46,8,2,307,21,5,57,11
E09000004,Bexley,E01000363,743,293,11,53,29,7,6,274,16,2,45,7
E09000004,Bexley,E01000364,821,284,11,58,49,1,7,358,19,3,21,10
E09000004,Bexley,E01000365,784,287,22,84,52,5,2,243,15,6,59,9
E09000004,Bexley,E01000366,868,382,16,110,44,5,4,235,18,7,42,5
E09000004,Bexley,E01000367,975,234,32,94,79,7,12,430,23,6,48,10
E09000004,Bexley,E01000368,755,197,13,79,49,2,3,331,25,4,44,8
E09000004,Bexley,E01000369,838,271,7,80,57,3,9,347,13,7,34,10
E09000004,Bexley,E01000370,744,294,10,76,31,1,4,266,18,7,30,7
E09000004,Bexley,E01000371,838,268,10,83,34,6,7,365,20,8,33,4
E09000004,Bexley,E01000372,743,184,13,64,62,2,8,324,27,4,53,2
E09000004,Bexley,E01000373,634,171,24,88,52,2,2,230,13,8,37,7
E09000004,Bexley,E01000374,644,157,12,57,37,6,7,295,30,3,32,8
E09000004,Bexley,E01000375,1110,353,21,121,63,3,8,426,38,6,56,15
E09000004,Bexley,E01000376,874,278,7,79,35,3,6,380,27,8,43,8
E09000004,Bexley,E01000377,728,261,8,62,29,3,4,287,22,4,41,7
E09000004,Bexley,E01000379,864,334,6,99,35,3,3,313,25,3,39,4
E09000004,Bexley,E01000380,924,235,13,95,57,9,10,407,29,16,33,20
E09000004,Bexley,E01000381,718,250,7,82,33,1,5,283,9,10,30,8
E09000004,Bexley,E01000382,763,343,5,46,20,5,3,278,14,8,34,7
E09000004,Bexley,E01000383,731,245,8,49,30,4,4,328,28,5,21,9
E09000004,Bexley,E01000384,868,350,9,97,74,4,3,264,11,9,39,8
E09000004,Bexley,E01000385,844,194,15,65,73,6,9,395,23,8,44,12
E09000004,Bexley,E01000386,634,175,19,48,74,3,3,239,16,2,46,9
E09000004,Bexley,E01000387,758,317,7,94,20,5,5,267,12,1,17,13
E09000004,Bexley,E01000388,680,268,13,55,29,4,4,246,20,4,29,8
E09000004,Bexley,E01000389,804,359,9,85,35,5,5,252,10,2,38,4
E09000004,Bexley,E01000390,634,250,7,49,25,3,5,248,13,4,22,8
E09000004,Bexley,E01000391,883,287,20,80,68,9,10,335,27,14,23,10
E09000004,Bexley,E01000392,988,309,32,122,105,5,10,315,20,6,55,9
E09000004,Bexley,E01000393,872,349,18,90,47,10,4,291,17,4,37,5
E09000004,Bexley,E01000394,783,326,11,93,37,3,5,241,11,8,40,8
E09000004,Bexley,E01000395,791,298,18,59,34,6,7,309,26,8,18,8
E09000004,Bexley,E01000396,762,295,14,76,33,6,11,266,14,9,27,11
E09000004,Bexley,E01000398,721,209,19,84,49,3,7,288,25,4,25,8
E09000004,Bexley,E01000399,777,284,17,69,44,5,6,285,19,12,26,10
E09000004,Bexley,E01000400,782,258,34,104,66,2,6,253,14,6,28,11
E09000004,Bexley,E01000401,769,218,31,101,63,5,3,267,16,3,52,10
E09000004,Bexley,E01000402,721,192,26,57,66,1,8,281,29,8,44,9
E09000004,Bexley,E01000403,995,273,24,136,99,11,6,339,25,5,64,13
E09000004,Bexley,E01000404,1022,261,55,150,134,9,2,322,11,10,48,20
E09000004,Bexley,E01000405,751,192,29,71,68,2,2,310,23,10,39,5
E09000004,Bexley,E01000406,1113,339,51,96,102,15,15,377,35,19,51,13
E09000004,Bexley,E01000407,910,327,37,84,40,4,5,338,29,6,31,9
E09000004,Bexley,E01000408,842,228,27,93,70,1,3,305,29,10,61,15
E09000004,Bexley,E01000409,890,320,12,92,44,8,6,346,21,3,24,14
E09000004,Bexley,E01000410,888,303,10,113,38,7,8,326,16,11,41,15
E09000004,Bexley,E01000411,746,251,14,83,33,2,4,311,15,4,24,5
E09000004,Bexley,E01000412,943,319,21,122,43,9,9,339,21,6,36,18
E09000004,Bexley,E01000413,701,213,16,63,42,2,3,298,20,10,26,8
E09000004,Bexley,E01000414,924,331,35,120,67,1,8,280,15,9,47,11
E09000004,Bexley,E01000415,721,268,14,78,33,3,2,278,17,5,16,7
E09000004,Bexley,E01000416,740,158,42,126,93,7,5,235,26,11,27,10
E09000004,Bexley,E01000417,823,290,41,82,60,7,6,262,22,12,24,17
E09000004,Bexley,E01000418,953,285,43,133,100,5,4,306,26,12,32,7
E09000004,Bexley,E01000419,691,234,18,55,49,7,8,268,23,5,15,9
E09000004,Bexley,E01000420,732,216,26,62,52,7,10,311,15,6,20,7
E09000004,Bexley,E01000421,743,299,9,66,19,3,4,293,19,3,18,10
E09000004,Bexley,E01000422,561,133,41,69,92,2,3,159,8,11,28,15
E09000004,Bexley,E01000423,761,349,11,77,12,3,3,236,32,5,29,4
E09000004,Bexley,E01000424,870,454,7,82,27,2,6,231,12,10,33,6
E09000004,Bexley,E01000425,803,367,5,84,20,5,3,253,10,8,38,10
E09000004,Bexley,E01000426,910,374,18,114,38,6,9,271,13,12,48,7
E09000004,Bexley,E01000427,933,335,16,105,54,8,8,313,19,9,52,14
E09000004,Bexley,E01000428,849,310,15,105,76,4,1,255,13,3,60,7
E09000004,Bexley,E01000429,719,155,26,102,99,7,2,236,18,4,66,4
E09000004,Bexley,E01000430,988,277,37,112,94,7,5,394,26,6,17,13
E09000004,Bexley,E01000431,489,116,14,57,57,4,1,188,15,3,30,4
E09000004,Bexley,E01000433,826,184,34,108,106,4,7,289,29,16,37,12
E09000004,Bexley,E01000434,688,139,18,67,79,0,5,294,29,11,35,11
E09000004,Bexley,E01000435,667,204,15,57,79,1,2,254,17,2,26,10
E09000004,Bexley,E01000436,865,335,12,75,29,0,8,331,28,8,29,10
E09000004,Bexley,E01000437,712,230,10,53,35,3,7,310,22,4,30,8
E09000004,Bexley,E01000438,788,237,9,74,61,4,6,307,22,11,50,7
E09000004,Bexley,E01000439,648,159,11,71,66,1,4,256,23,8,42,7
E09000004,Bexley,E01000440,679,230,12,55,30,4,7,284,20,5,27,5
E09000004,Bexley,E01000441,779,237,11,69,58,4,7,299,25,9,50,10
E09000004,Bexley,E01000442,822,280,8,66,38,7,2,352,22,6,33,8
E09000004,Bexley,E01000443,646,261,5,66,30,3,6,237,10,4,23,1
E09000004,Bexley,E01000444,761,367,5,46,9,0,3,281,21,4,17,8
E09000004,Bexley,E01000445,786,379,6,75,30,5,5,227,16,7,27,9
E09000004,Bexley,E01000446,841,349,8,95,35,6,4,292,12,6,23,11
E09000004,Bexley,E01000447,1048,508,15,101,42,3,4,300,19,2,46,8
E09000004,Bexley,E01000448,640,319,6,67,15,3,1,185,12,5,22,5
E09000004,Bexley,E01000449,696,352,9,76,17,2,3,183,9,4,36,5
E09000004,Bexley,E01000450,868,258,25,66,68,6,8,364,23,12,28,10
E09000004,Bexley,E01000451,924,326,28,78,45,5,9,369,21,9,21,13
E09000004,Bexley,E01000452,789,271,19,81,41,5,1,307,19,7,29,9
E09000004,Bexley,E01000453,754,275,11,90,32,4,0,286,26,5,22,3
E09000004,Bexley,E01000454,779,243,34,93,65,8,3,277,18,5,28,5
E09000004,Bexley,E01000455,890,295,16,114,58,5,6,327,16,5,35,13
E09000004,Bexley,E01000456,730,292,14,84,30,2,8,232,19,6,34,9
E09000004,Bexley,E01000457,1067,448,14,127,87,3,6,278,14,14,63,13
E09000004,Bexley,E01000458,674,338,2,61,20,8,1,192,7,5,28,12
E09000004,Bexley,E01000459,832,358,7,71,64,4,3,231,22,1,62,9
E09000004,Bexley,E01000460,624,319,10,57,12,3,0,173,7,3,35,5
E09000004,Bexley,E01000461,802,364,13,78,14,1,3,268,11,4,37,9
E09000004,Bexley,E01000462,950,398,17,143,59,1,2,241,9,10,59,11
E09000004,Bexley,E01000463,640,277,8,70,27,3,7,208,6,7,22,5
E09000004,Bexley,E01000464,655,128,28,93,106,4,3,229,12,10,36,6
E09000004,Bexley,E01000465,728,136,50,94,128,5,4,235,17,4,46,9
E09000004,Bexley,E01000466,744,163,52,101,126,6,6,205,24,11,33,17
E09000004,Bexley,E01000467,717,170,60,70,122,4,4,233,12,12,21,9
E09000004,Bexley,E01000468,1281,301,114,116,183,8,8,469,31,9,23,19
E09000004,Bexley,E01000469,831,209,102,65,136,5,8,258,20,4,13,11
E09000004,Bexley,E01000470,506,101,41,58,96,6,1,155,17,7,20,4
E09000004,Bexley,E01032566,893,264,51,112,83,6,11,294,30,8,28,6
E09000004,Bexley,E01033789,898,361,30,144,46,5,1,263,16,5,17,10
E09000004,Bexley,E01033790,596,125,8,84,73,3,4,247,16,7,25,4
E09000004,Bexley,E01033791,670,187,5,87,59,1,4,224,16,5,63,19
E09000004,Bexley,E01033792,732,299,15,83,31,2,1,260,15,2,18,6
E09000005,Brent,E01000471,906,119,131,62,117,1,3,277,26,27,139,4
E09000005,Brent,E01000472,1221,321,242,53,149,4,17,240,19,37,120,19
E09000005,Brent,E01000473,1298,251,167,98,212,5,11,217,40,47,235,15
E09000005,Brent,E01000474,1110,135,122,96,151,0,6,301,41,36,207,15
E09000005,Brent,E01000475,1017,210,108,70,155,8,7,291,22,36,94,16
E09000005,Brent,E01000476,1083,130,121,66,173,8,7,263,50,39,209,17
E09000005,Brent,E01000477,1193,145,139,93,131,3,16,288,37,72,249,20
E09000005,Brent,E01000478,1204,243,120,85,164,2,20,270,37,42,211,10
E09000005,Brent,E01000479,788,293,102,28,48,6,4,242,27,4,23,11
E09000005,Brent,E01000480,793,283,129,37,34,2,4,231,23,6,34,10
E09000005,Brent,E01000481,755,235,119,47,106,2,7,172,12,7,35,13
E09000005,Brent,E01000483,772,152,140,51,138,12,12,192,17,6,38,14
E09000005,Brent,E01000484,730,201,98,40,72,7,5,222,26,7,34,18
E09000005,Brent,E01000485,695,196,112,39,54,4,3,235,16,3,25,8
E09000005,Brent,E01000486,775,272,120,36,41,4,6,234,20,6,26,10
E09000005,Brent,E01000487,902,251,203,55,71,3,11,209,23,10,51,15
E09000005,Brent,E01000488,864,411,90,25,76,7,9,138,12,37,46,13
E09000005,Brent,E01000489,858,370,111,25,73,2,5,171,14,40,30,17
E09000005,Brent,E01000490,1002,518,154,52,70,5,6,74,7,56,51,9
E09000005,Brent,E01000491,1031,536,153,23,44,3,7,131,17,44,64,9
E09000005,Brent,E01000492,644,322,52,18,51,4,17,101,10,19,43,7
E09000005,Brent,E01000493,803,433,77,20,47,4,7,120,10,25,50,10
E09000005,Brent,E01000494,792,390,139,16,59,5,12,105,5,17,42,2
E09000005,Brent,E01000495,798,379,139,40,68,0,9,94,2,16,40,11
E09000005,Brent,E01000497,991,215,128,32,219,2,11,266,27,33,51,7
E09000005,Brent,E01000498,623,90,72,25,108,3,7,256,14,11,30,7
E09000005,Brent,E01000499,755,183,89,22,159,3,21,196,16,17,33,16
E09000005,Brent,E01000501,852,232,93,28,191,1,16,217,15,27,27,5
E09000005,Brent,E01000502,731,222,89,23,82,5,19,216,12,19,30,14
E09000005,Brent,E01000503,929,249,133,34,137,8,13,221,28,24,59,23
E09000005,Brent,E01000504,930,399,201,37,58,4,9,147,2,28,34,11
E09000005,Brent,E01000505,712,243,135,27,60,4,13,150,11,22,36,11
E09000005,Brent,E01000506,784,180,173,44,134,2,22,127,22,21,50,9
E09000005,Brent,E01000507,758,273,160,14,61,7,22,137,18,20,35,11
E09000005,Brent,E01000508,926,185,140,46,184,5,13,231,16,32,60,14
E09000005,Brent,E01000509,599,110,109,29,86,4,9,181,22,14,26,9
E09000005,Brent,E01000510,685,138,132,35,114,5,10,176,21,9,36,9
E09000005,Brent,E01000511,735,185,101,31,131,1,5,193,10,20,47,11
E09000005,Brent,E01000512,800,328,171,23,56,4,6,114,10,41,37,10
E09000005,Brent,E01000513,767,209,81,21,92,5,4,269,22,6,42,16
E09000005,Brent,E01000514,788,179,101,32,88,4,5,276,31,12,41,19
E09000005,Brent,E01000515,882,200,131,51,151,5,4,236,28,11,48,17
E09000005,Brent,E01000516,1199,350,206,36,163,2,10,308,27,8,71,18
E09000005,Brent,E01000517,767,249,152,32,59,6,2,207,22,0,35,3
E09000005,Brent,E01000518,924,178,133,39,131,3,12,304,45,10,55,14
E09000005,Brent,E01000519,965,222,126,34,166,10,3,307,32,9,40,16
E09000005,Brent,E01000520,738,203,101,18,100,7,7,229,20,5,32,16
E09000005,Brent,E01000521,922,166,96,64,238,8,20,178,28,24,83,17
E09000005,Brent,E01000522,833,198,95,46,196,10,19,187,9,19,42,12
E09000005,Brent,E01000523,1022,257,127,82,209,6,22,170,9,32,90,18
E09000005,Brent,E01000524,1066,245,181,70,230,9,29,155,12,39,81,15
E09000005,Brent,E01000525,856,225,137,75,140,2,16,148,7,38,56,12
E09000005,Brent,E01000526,852,180,102,45,165,9,16,205,7,32,75,16
E09000005,Brent,E01000527,723,161,85,34,172,4,18,127,7,32,70,13
E09000005,Brent,E01000528,763,190,96,41,151,2,13,172,9,18,63,8
E09000005,Brent,E01000530,940,456,114,38,68,7,15,137,7,42,48,8
E09000005,Brent,E01000531,868,353,113,51,120,5,14,113,12,33,43,11
E09000005,Brent,E01000532,833,394,126,32,86,6,3,104,8,32,34,8
E09000005,Brent,E01000533,928,284,113,49,162,4,26,156,11,38,65,20
E09000005,Brent,E01000534,937,396,118,30,91,21,13,152,15,46,42,13
E09000005,Brent,E01000535,1049,382,133,50,154,12,18,159,9,49,72,11
E09000005,Brent,E01000536,731,320,73,35,43,4,2,180,21,1,48,4
E09000005,Brent,E01000538,749,313,85,15,24,5,4,245,20,7,22,9
E09000005,Brent,E01000539,755,330,103,25,36,5,1,205,18,7,17,8
E09000005,Brent,E01000540,732,300,93,24,18,6,6,219,21,4,33,8
E09000005,Brent,E01000541,708,193,113,34,71,1,5,218,20,3,33,17
E09000005,Brent,E01000543,788,229,148,42,62,0,0,218,37,2,30,20
E09000005,Brent,E01000544,873,326,114,22,141,4,10,104,8,53,80,11
E09000005,Brent,E01000545,1052,457,176,66,141,8,3,74,7,36,75,9
E09000005,Brent,E01000546,872,435,144,24,88,8,8,59,7,32,49,18
E09000005,Brent,E01000547,869,446,106,38,57,4,9,98,2,34,66,9
E09000005,Brent,E01000548,1135,507,159,50,161,6,5,102,5,40,89,11
E09000005,Brent,E01000549,1112,615,132,45,89,16,6,88,2,53,51,15
E09000005,Brent,E01000550,932,388,133,48,108,5,3,115,8,46,69,9
E09000005,Brent,E01000551,1310,408,187,75,248,7,2,209,8,33,107,26
E09000005,Brent,E01000552,639,234,81,44,101,2,5,99,5,15,43,10
E09000005,Brent,E01000553,1072,318,183,47,247,8,17,144,11,29,55,13
E09000005,Brent,E01000554,962,343,123,26,158,2,17,180,6,44,52,11
E09000005,Brent,E01000555,761,298,111,25,84,3,2,133,14,28,53,10
E09000005,Brent,E01000556,1126,283,245,60,241,3,30,155,6,26,60,17
E09000005,Brent,E01000557,939,347,177,63,142,2,21,96,10,25,51,5
E09000005,Brent,E01000558,673,354,88,24,56,4,2,79,7,19,34,6
E09000005,Brent,E01000559,757,359,171,25,47,1,11,65,2,25,45,6
E09000005,Brent,E01000560,854,454,152,33,36,11,5,94,2,30,30,7
E09000005,Brent,E01000561,991,460,167,28,93,3,13,150,5,26,31,15
E09000005,Brent,E01000562,741,296,68,23,46,10,2,245,13,3,27,8
E09000005,Brent,E01000563,813,325,97,20,50,1,2,249,10,6,40,13
E09000005,Brent,E01000564,779,188,123,53,102,3,4,223,18,17,33,15
E09000005,Brent,E01000565,655,201,76,22,99,4,4,188,11,9,33,8
E09000005,Brent,E01000566,782,258,121,46,51,3,6,229,23,7,32,6
E09000005,Brent,E01000567,652,208,79,19,58,1,8,218,19,5,28,9
E09000005,Brent,E01000568,1141,259,172,65,73,11,1,211,20,14,305,10
E09000005,Brent,E01000569,741,268,104,19,27,4,9,238,19,8,32,13
E09000005,Brent,E01000570,767,184,124,55,86,7,7,212,16,18,41,17
E09000005,Brent,E01000571,897,238,137,42,84,3,7,288,14,16,61,7
E09000005,Brent,E01000572,717,243,134,35,36,1,4,199,19,10,25,11
E09000005,Brent,E01000573,822,234,171,54,48,3,4,226,31,6,30,15
E09000005,Brent,E01000574,859,241,186,66,47,5,3,237,29,13,21,11
E09000005,Brent,E01000575,1206,246,264,122,94,10,13,311,29,18,76,23
E09000005,Brent,E01000576,961,306,167,58,94,2,6,239,16,8,38,27
E09000005,Brent,E01000577,1112,246,198,87,152,1,5,291,19,17,76,20
E09000005,Brent,E01000578,973,330,183,32,88,2,16,227,17,10,58,10
E09000005,Brent,E01000579,866,432,111,41,82,12,12,83,9,39,40,5
E09000005,Brent,E01000580,1011,627,124,27,33,6,10,68,12,35,56,13
E09000005,Brent,E01000581,770,442,69,33,41,7,3,93,7,31,38,6
E09000005,Brent,E01000582,921,582,89,22,49,5,7,64,6,43,51,3
E09000005,Brent,E01000583,1111,631,144,31,68,6,4,99,1,55,64,8
E09000005,Brent,E01000584,796,420,91,30,55,3,8,110,3,26,42,8
E09000005,Brent,E01000585,851,432,118,36,58,7,9,93,6,44,33,15
E09000005,Brent,E01000586,1398,653,187,51,168,8,19,125,11,72,88,16
E09000005,Brent,E01000587,823,209,89,45,51,2,4,303,43,5,62,10
E09000005,Brent,E01000589,1272,373,213,54,100,9,9,366,53,5,75,15
E09000005,Brent,E01000590,970,274,145,38,82,5,5,301,47,11,52,10
E09000005,Brent,E01000591,1052,246,254,55,104,4,4,240,42,6,81,16
E09000005,Brent,E01000592,957,265,174,30,101,3,6,271,33,10,45,19
E09000005,Brent,E01000593,1018,264,162,72,100,4,9,287,37,8,53,22
E09000005,Brent,E01000594,934,193,215,56,93,6,2,261,29,9,55,15
E09000005,Brent,E01000595,650,118,62,52,169,5,5,148,15,17,38,21
E09000005,Brent,E01000596,637,113,64,43,125,3,9,186,13,9,62,10
E09000005,Brent,E01000599,809,198,107,51,133,4,4,195,18,24,65,10
E09000005,Brent,E01000601,459,94,45,20,105,5,8,118,10,10,30,14
E09000005,Brent,E01000602,565,121,62,26,102,5,6,174,7,15,38,9
E09000005,Brent,E01000603,556,111,74,36,123,6,14,120,6,12,47,7
E09000005,Brent,E01000604,672,120,68,44,102,7,6,214,14,23,57,17
E09000005,Brent,E01000605,579,102,62,37,99,3,4,185,17,13,47,10
E09000005,Brent,E01000606,856,166,163,41,125,3,8,224,52,7,49,18
E09000005,Brent,E01000607,1201,217,207,80,188,4,12,354,22,35,60,22
E09000005,Brent,E01000608,1141,238,142,73,281,4,12,284,28,11,54,14
E09000005,Brent,E01000609,1006,202,169,44,164,5,15,309,24,30,36,8
E09000005,Brent,E01000610,991,207,135,75,165,7,10,266,23,19,73,11
E09000005,Brent,E01000611,990,248,144,47,176,0,10,277,20,12,46,10
E09000005,Brent,E01000612,844,188,118,54,160,3,8,229,13,19,45,7
E09000005,Brent,E01000613,825,204,136,62,98,9,7,241,13,6,41,8
E09000005,Brent,E01000615,1317,433,273,79,109,9,10,241,33,13,99,18
E09000005,Brent,E01000616,1069,199,159,47,318,6,10,148,22,36,112,12
E09000005,Brent,E01000617,1135,289,131,83,220,1,16,230,22,37,101,5
E09000005,Brent,E01000618,813,181,99,48,123,1,7,223,38,17,68,8
E09000005,Brent,E01000619,772,165,98,45,91,5,9,233,22,23,68,13
E09000005,Brent,E01000620,829,149,85,51,176,3,12,211,20,22,86,14
E09000005,Brent,E01000621,903,168,133,66,152,3,6,216,22,29,95,13
E09000005,Brent,E01000622,851,154,127,36,151,16,20,254,18,12,46,17
E09000005,Brent,E01000623,931,232,161,23,92,4,14,329,26,6,34,10
E09000005,Brent,E01000624,809,240,81,29,77,7,6,305,14,12,23,15
E09000005,Brent,E01000625,703,185,89,41,88,4,8,215,15,11,30,17
E09000005,Brent,E01000626,674,143,106,42,122,1,11,171,13,8,37,20
E09000005,Brent,E01000627,918,148,153,45,188,5,20,244,30,28,48,9
E09000005,Brent,E01000628,774,173,164,42,108,3,8,203,13,10,35,15
E09000005,Brent,E01000629,948,210,126,31,116,5,11,351,31,5,53,9
E09000005,Brent,E01000630,1360,297,178,124,261,3,7,266,24,47,138,15
E09000005,Brent,E01000631,1002,215,107,67,150,5,14,265,27,26,108,18
E09000005,Brent,E01000632,1163,203,127,106,177,4,12,219,23,53,225,14
E09000005,Brent,E01000633,1201,184,104,134,249,8,8,186,13,80,226,9
E09000005,Brent,E01000634,1263,233,178,107,280,4,9,251,28,44,115,14
E09000005,Brent,E01000636,1338,239,162,99,322,4,27,228,37,55,154,11
E09000005,Brent,E01000637,739,265,166,32,98,4,13,79,6,32,30,14
E09000005,Brent,E01000638,980,177,215,61,249,2,30,124,14,47,45,16
E09000005,Brent,E01000639,979,387,214,31,111,4,20,147,2,28,26,9
E09000005,Brent,E01000640,992,198,152,75,242,16,13,160,11,39,75,11
E09000005,Brent,E01000641,855,207,194,37,163,7,19,132,13,21,39,23
E09000005,Brent,E01000642,1261,413,344,46,210,5,19,102,12,32,53,25
E09000005,Brent,E01000643,894,247,97,39,172,9,12,182,18,26,70,22
E09000005,Brent,E01000644,936,316,198,31,114,10,11,157,12,34,50,3
E09000005,Brent,E01033455,519,108,113,33,118,2,13,64,11,12,40,5
E09000005,Brent,E01033456,974,216,92,66,204,14,13,264,11,19,63,12
E09000005,Brent,E01033457,1045,227,154,73,205,6,38,205,21,15,86,15
E09000005,Brent,E01033463,1617,467,229,77,121,3,7,548,71,13,68,13
E09000005,Brent,E01033485,783,242,118,56,133,9,17,139,8,21,37,3
E09000005,Brent,E01033929,734,350,139,15,46,3,3,131,8,6,23,10
E09000005,Brent,E01033930,875,222,116,27,99,1,5,295,26,6,66,12
E09000005,Brent,E01033931,576,144,121,34,83,1,8,113,9,7,50,6
E09000005,Brent,E01033932,707,152,109,56,83,4,7,190,19,9,59,19
E09000005,Brent,E01033933,485,86,47,27,82,6,11,164,14,8,32,8
E09000005,Brent,E01033934,604,130,63,23,97,5,10,204,17,11,32,12
E09000005,Brent,E01033935,1067,146,206,97,224,6,18,177,18,34,122,19
E09000005,Brent,E01033936,879,257,157,49,192,0,3,95,8,29,85,4
E09000005,Brent,E01033937,514,131,65,21,83,5,9,119,10,15,46,10
E09000005,Brent,E01033938,484,117,75,24,62,2,2,128,5,14,46,9
E09000005,Brent,E01033939,1000,426,144,23,51,4,13,209,16,30,73,11
E09000005,Brent,E01033940,1078,624,205,42,64,5,3,67,3,8,47,10
E09000005,Brent,E01033941,806,406,157,34,65,2,3,81,10,17,29,2
E09000005,Brent,E01033942,884,518,171,40,37,5,5,64,7,2,29,6
E09000006,Bromley,E01000645,719,437,7,63,7,0,2,169,4,6,21,3
E09000006,Bromley,E01000646,896,443,19,99,32,0,8,200,8,20,51,16
E09000006,Bromley,E01000647,902,438,10,82,37,3,6,240,12,13,54,7
E09000006,Bromley,E01000648,984,487,15,110,31,6,3,255,12,10,49,6
E09000006,Bromley,E01000649,998,592,8,81,20,0,4,243,13,11,15,11
E09000006,Bromley,E01000650,769,437,12,69,12,1,2,191,13,10,16,6
