local authority code,local authority name,LSOA code,residents,Distance: Less than 2km,Distance: 2km to less than 5km,Distance: 5km to less than 10km,Distance: 10km to less than 20km,Distance: 20km to less than 30km,Distance: 30km to less than 40km,Distance: 40km to less than 60km,Distance: 60km and over,Work mainly at or from home,Other
E09000007,Camden,E01000880,754,26,39,67,19,3,1,2,1,558,38
E09000007,Camden,E01000881,725,32,62,77,17,1,0,0,2,491,43
E09000007,Camden,E01000882,804,32,44,60,20,2,2,2,2,592,48
E09000007,Camden,E01000883,918,40,91,77,24,1,4,1,3,612,65
E09000007,Camden,E01000884,709,17,44,113,20,2,0,0,7,472,34
E09000007,Camden,E01000885,612,18,25,69,13,3,1,1,3,431,48
E09000007,Camden,E01000886,757,67,67,58,16,6,0,3,5,471,64
E09000007,Camden,E01000887,814,76,65,96,21,5,1,2,4,496,48
E09000007,Camden,E01000888,719,50,70,64,24,7,1,0,6,429,68
E09000007,Camden,E01000889,725,105,113,80,24,5,4,1,4,286,103
E09000007,Camden,E01000890,489,93,102,74,25,1,0,1,7,128,58
E09000007,Camden,E01000891,612,99,91,73,20,8,0,1,0,247,73
E09000007,Camden,E01000892,932,66,97,73,30,5,3,2,3,566,87
E09000007,Camden,E01000893,786,37,41,65,15,3,0,2,4,568,51
E09000007,Camden,E01000894,638,30,33,68,13,4,3,1,3,455,28
E09000007,Camden,E01000895,806,50,58,96,27,8,0,1,5,510,51
E09000007,Camden,E01000896,796,34,40,87,18,6,0,0,3,566,42
E09000007,Camden,E01000897,816,24,49,75,12,4,0,5,5,598,44
E09000007,Camden,E01000898,854,297,60,56,33,4,0,2,2,345,55
E09000007,Camden,E01000899,796,63,34,83,8,1,0,0,3,574,30
E09000007,Camden,E01000900,878,104,114,63,21,2,0,3,6,471,94
E09000007,Camden,E01000901,805,128,145,97,26,7,1,10,0,290,101
E09000007,Camden,E01000902,567,83,95,70,10,2,1,1,5,228,72
E09000007,Camden,E01000903,743,52,80,48,12,6,0,2,2,455,86
E09000007,Camden,E01000904,956,106,121,83,17,1,6,3,7,497,115
E09000007,Camden,E01000905,742,100,131,80,24,1,0,3,3,280,120
E09000007,Camden,E01000906,882,55,108,40,19,3,3,1,4,602,47
E09000007,Camden,E01000907,649,58,65,93,10,3,2,2,8,343,65
E09000007,Camden,E01000908,691,55,78,79,24,8,2,1,2,363,79
E09000007,Camden,E01000909,778,43,54,74,15,0,0,6,1,547,38
E09000007,Camden,E01000910,746,39,59,75,12,2,0,2,3,493,61
E09000007,Camden,E01000911,686,45,80,74,12,5,1,0,3,404,62
E09000007,Camden,E01000912,750,62,96,87,35,8,1,2,4,366,89
E09000007,Camden,E01000913,798,31,48,73,13,2,5,3,2,573,48
E09000007,Camden,E01000914,716,113,68,36,13,0,2,2,1,427,54
E09000007,Camden,E01000915,631,117,79,34,20,2,1,0,4,275,99
E09000007,Camden,E01000916,1003,156,98,58,18,1,0,6,4,563,99
E09000007,Camden,E01000917,652,118,87,49,19,5,1,0,4,281,88
E09000007,Camden,E01000918,773,131,82,38,13,5,5,3,4,411,81
E09000007,Camden,E01000919,647,110,71,48,10,0,2,0,2,344,60
E09000007,Camden,E01000920,860,128,89,47,12,2,1,3,5,491,82
E09000007,Camden,E01000921,1180,86,147,88,27,5,0,0,6,716,105
E09000007,Camden,E01000922,859,90,117,63,23,8,3,2,6,456,91
E09000007,Camden,E01000923,796,66,106,64,17,1,0,1,3,486,52
E09000007,Camden,E01000924,910,56,113,53,20,5,0,0,4,595,64
E09000007,Camden,E01000925,594,68,110,72,10,3,0,0,5,243,83
E09000007,Camden,E01000926,760,70,105,72,20,3,1,2,8,405,74
E09000007,Camden,E01000927,828,58,94,69,16,5,0,5,4,520,57
E09000007,Camden,E01000928,931,85,90,93,32,4,0,2,5,543,77
E09000007,Camden,E01000929,743,55,134,99,30,3,0,0,2,287,133
E09000007,Camden,E01000930,859,66,165,90,38,6,3,2,8,356,125
E09000007,Camden,E01000931,947,74,146,165,54,7,3,1,2,370,125
E09000007,Camden,E01000932,1086,50,104,119,38,4,1,2,5,671,92
E09000007,Camden,E01000933,947,47,110,100,34,4,2,1,3,548,98
E09000007,Camden,E01000934,646,61,97,76,25,5,3,1,10,278,90
E09000007,Camden,E01000935,702,66,135,61,32,6,0,0,2,261,139
E09000007,Camden,E01000937,368,66,47,17,12,2,0,4,1,190,29
E09000007,Camden,E01000938,608,85,87,36,22,6,1,3,9,282,77
E09000007,Camden,E01000939,508,100,74,35,19,4,1,3,7,171,94
E09000007,Camden,E01000941,443,86,65,37,16,3,4,0,3,155,74
E09000007,Camden,E01000942,436,61,52,29,6,5,0,1,5,230,47
E09000007,Camden,E01000943,450,63,49,22,10,5,1,1,1,242,56
E09000007,Camden,E01000944,551,88,98,35,22,5,3,3,5,212,80
E09000007,Camden,E01000946,757,110,130,34,13,2,2,1,8,383,74
E09000007,Camden,E01000947,835,97,118,52,25,7,0,2,5,448,81
E09000007,Camden,E01000948,760,75,102,39,16,5,0,1,8,429,85
E09000007,Camden,E01000949,762,146,158,78,30,4,3,3,4,262,74
E09000007,Camden,E01000951,542,120,81,45,22,4,2,0,3,163,102
E09000007,Camden,E01000952,674,124,110,47,22,6,2,3,6,253,101
E09000007,Camden,E01000954,550,115,105,42,21,6,4,5,2,159,91
E09000007,Camden,E01000955,476,91,78,30,10,5,4,2,2,146,108
E09000007,Camden,E01000956,571,116,92,38,11,2,2,2,1,237,70
E09000007,Camden,E01000957,714,66,104,58,20,2,2,1,3,388,70
E09000007,Camden,E01000958,1101,129,175,88,27,6,1,10,8,541,116
E09000007,Camden,E01000959,622,106,106,54,20,5,0,4,6,229,92
E09000007,Camden,E01000960,1027,54,102,82,39,5,0,2,6,686,51
E09000007,Camden,E01000961,792,59,116,88,23,7,3,4,7,398,87
E09000007,Camden,E01000962,1006,32,106,68,38,3,0,0,4,718,37
E09000007,Camden,E01000963,862,47,87,59,20,0,2,1,6,591,49
E09000007,Camden,E01000964,922,49,71,117,36,4,1,2,0,572,70
E09000007,Camden,E01000965,977,40,91,97,29,4,0,4,1,636,75
E09000007,Camden,E01000966,1000,32,80,83,32,5,0,1,2,728,37
E09000007,Camden,E01000967,712,53,86,55,16,5,1,2,1,443,50
E09000007,Camden,E01000968,932,23,93,91,25,2,0,4,1,638,55
E09000007,Camden,E01000969,1179,52,53,128,37,7,3,5,4,837,53
E09000007,Camden,E01000970,980,22,64,122,26,6,4,9,3,680,44
E09000007,Camden,E01000971,748,28,49,89,30,5,3,0,2,507,35
E09000007,Camden,E01000972,971,79,104,135,44,10,3,2,6,472,116
E09000007,Camden,E01000973,1455,68,114,178,53,9,5,3,8,921,96
E09000007,Camden,E01000974,850,45,96,149,26,8,0,0,1,452,73
E09000007,Camden,E01035707,1417,95,194,77,31,9,2,2,5,871,131
E09000007,Camden,E01035708,741,68,112,32,15,1,2,0,9,439,63
E09000007,Camden,E01035709,586,140,101,49,16,1,1,0,6,177,95
E09000007,Camden,E01035710,843,152,133,56,24,3,0,0,16,313,146
E09000007,Camden,E01035711,766,119,75,41,22,5,2,5,12,433,52
E09000007,Camden,E01035712,837,118,107,59,23,8,0,3,11,418,90
E09000008,Croydon,E01000975,1361,128,103,105,196,19,10,5,9,624,162
E09000008,Croydon,E01000976,1124,103,87,115,168,19,6,4,9,424,189
E09000008,Croydon,E01000977,936,77,93,84,137,23,11,3,3,338,167
E09000008,Croydon,E01000978,939,63,88,73,152,37,4,3,2,396,121
E09000008,Croydon,E01000979,1014,77,88,77,132,9,1,7,6,472,145
E09000008,Croydon,E01000980,718,69,90,78,81,11,5,5,2,276,101
E09000008,Croydon,E01000981,924,62,127,92,100,21,7,1,6,359,149
E09000008,Croydon,E01000982,899,72,76,102,89,14,3,4,6,385,148
E09000008,Croydon,E01000983,1059,87,100,92,125,14,7,7,5,452,170
E09000008,Croydon,E01000984,885,83,92,109,113,11,5,12,7,344,109
E09000008,Croydon,E01000985,692,37,93,51,75,14,6,2,5,313,96
E09000008,Croydon,E01000986,848,41,103,74,105,9,4,6,2,406,98
E09000008,Croydon,E01000987,733,35,93,69,86,16,8,3,5,331,87
E09000008,Croydon,E01000989,898,71,133,93,93,5,5,9,5,329,155
E09000008,Croydon,E01000990,575,42,109,89,66,8,5,0,6,151,99
E09000008,Croydon,E01000991,831,38,113,93,101,11,12,3,5,333,122
E09000008,Croydon,E01000992,907,51,142,104,120,19,3,5,11,300,152
E09000008,Croydon,E01000993,823,52,121,91,87,15,7,4,5,337,104
E09000008,Croydon,E01000994,751,61,87,109,90,12,2,3,5,241,141
E09000008,Croydon,E01000995,793,69,102,100,114,7,5,6,5,227,158
E09000008,Croydon,E01000996,638,46,93,88,59,11,3,2,2,209,125
E09000008,Croydon,E01000997,652,35,95,108,92,11,4,2,7,162,136
E09000008,Croydon,E01000998,717,52,84,98,101,9,4,2,7,197,163
E09000008,Croydon,E01000999,596,60,96,85,82,11,2,1,4,172,83
E09000008,Croydon,E01001000,658,64,101,92,82,11,1,0,6,156,145
E09000008,Croydon,E01001001,651,66,72,109,86,10,4,4,4,155,141
E09000008,Croydon,E01001002,686,89,66,108,105,9,3,2,4,170,130
E09000008,Croydon,E01001003,755,95,92,113,119,14,2,0,3,172,145
E09000008,Croydon,E01001004,1054,133,135,159,145,21,5,3,4,285,164
E09000008,Croydon,E01001005,830,191,83,110,103,21,5,2,11,161,143
E09000008,Croydon,E01001006,853,89,113,129,115,13,0,3,6,260,125
E09000008,Croydon,E01001007,941,96,160,168,103,23,5,4,14,209,159
E09000008,Croydon,E01001008,696,154,97,107,80,13,0,3,3,114,125
E09000008,Croydon,E01001009,960,205,86,141,121,19,4,3,7,238,136
E09000008,Croydon,E01001010,750,120,78,107,95,22,5,2,4,177,140
E09000008,Croydon,E01001011,988,181,96,150,125,19,6,9,12,195,195
E09000008,Croydon,E01001012,965,168,79,121,129,25,3,6,6,219,209
E09000008,Croydon,E01001013,782,164,75,99,109,14,2,6,7,168,138
E09000008,Croydon,E01001015,654,39,42,111,64,29,7,1,5,269,87
E09000008,Croydon,E01001016,814,44,43,118,66,40,3,7,1,372,120
E09000008,Croydon,E01001017,833,32,33,116,71,46,6,3,4,426,96
E09000008,Croydon,E01001018,825,25,74,129,76,62,7,7,6,308,131
E09000008,Croydon,E01001019,678,35,30,81,49,39,5,5,1,355,78
E09000008,Croydon,E01001020,778,36,47,115,56,45,9,6,2,334,128
E09000008,Croydon,E01001021,554,27,60,129,78,28,2,1,3,117,109
E09000008,Croydon,E01001022,680,27,53,81,74,33,6,3,5,276,122
E09000008,Croydon,E01001023,1351,73,61,154,136,62,16,8,6,657,178
E09000008,Croydon,E01001024,671,38,34,80,61,38,4,4,4,315,93
E09000008,Croydon,E01001025,705,32,53,95,61,49,5,5,3,286,116
E09000008,Croydon,E01001026,921,56,63,128,98,48,7,5,3,343,170
E09000008,Croydon,E01001027,1537,47,49,201,133,101,6,8,11,830,151
E09000008,Croydon,E01001028,780,31,48,86,78,33,4,3,5,418,74
E09000008,Croydon,E01001029,792,32,56,77,93,48,3,1,4,395,83
E09000008,Croydon,E01001030,734,26,41,78,67,39,8,4,5,394,72
E09000008,Croydon,E01001031,758,40,48,86,58,47,8,1,5,378,87
E09000008,Croydon,E01001032,725,30,76,49,70,10,4,3,2,416,65
E09000008,Croydon,E01001033,954,50,114,80,138,30,5,4,6,393,134
E09000008,Croydon,E01001034,914,44,118,62,128,30,2,1,4,421,104
E09000008,Croydon,E01001035,1018,78,88,73,142,27,4,3,2,460,141
E09000008,Croydon,E01001036,778,33,81,57,79,9,7,3,3,449,57
E09000008,Croydon,E01001037,849,67,96,64,127,20,1,4,5,371,94
E09000008,Croydon,E01001038,1112,80,138,75,156,22,7,3,5,490,136
E09000008,Croydon,E01001039,800,39,106,52,77,4,1,5,3,441,72
E09000008,Croydon,E01001040,951,64,98,75,107,15,3,5,6,433,145
E09000008,Croydon,E01001041,912,64,127,85,144,19,6,2,1,343,121
E09000008,Croydon,E01001042,1161,169,90,101,177,22,5,2,9,411,175
E09000008,Croydon,E01001044,984,59,90,53,131,10,9,2,5,537,88
E09000008,Croydon,E01001046,965,55,66,56,138,18,4,1,6,508,113
E09000008,Croydon,E01001047,967,86,84,55,145,14,1,3,3,424,152
E09000008,Croydon,E01001049,706,33,89,63,92,9,7,3,6,342,62
E09000008,Croydon,E01001050,802,73,78,46,107,11,1,4,4,380,98
E09000008,Croydon,E01001051,613,41,52,184,95,26,1,2,3,88,121
E09000008,Croydon,E01001052,546,25,52,177,78,19,5,2,2,91,95
E09000008,Croydon,E01001053,698,46,54,167,100,21,1,3,15,143,148
E09000008,Croydon,E01001054,753,58,42,190,123,31,3,5,9,124,168
E09000008,Croydon,E01001055,660,54,39,166,115,33,10,7,7,73,156
E09000008,Croydon,E01001056,671,45,60,164,99,15,4,2,7,124,151
E09000008,Croydon,E01001057,633,43,49,218,108,37,4,5,5,78,86
E09000008,Croydon,E01001058,686,36,69,130,91,19,8,4,4,235,90
E09000008,Croydon,E01001059,716,36,92,127,92,20,5,0,4,229,111
E09000008,Croydon,E01001060,798,30,75,147,119,25,4,2,5,238,153
E09000008,Croydon,E01001061,852,38,117,121,120,28,4,7,3,244,170
E09000008,Croydon,E01001062,666,43,107,60,80,8,7,0,2,281,78
E09000008,Croydon,E01001063,802,31,119,66,92,11,10,3,2,350,118
E09000008,Croydon,E01001064,778,22,69,81,116,19,7,2,2,364,96
E09000008,Croydon,E01001065,702,30,48,135,107,21,6,1,2,246,106
E09000008,Croydon,E01001066,597,23,81,114,85,15,6,4,2,135,132
E09000008,Croydon,E01001067,792,24,42,88,70,46,7,1,4,429,81
E09000008,Croydon,E01001068,942,34,69,110,86,58,8,6,0,451,120
E09000008,Croydon,E01001069,725,42,51,86,61,32,2,4,4,364,79
E09000008,Croydon,E01001070,801,36,59,112,89,46,12,3,6,337,101
E09000008,Croydon,E01001071,1017,58,100,90,93,53,5,3,2,461,152
E09000008,Croydon,E01001072,669,9,39,61,48,36,4,7,5,380,80
E09000008,Croydon,E01001073,716,37,43,72,90,30,2,5,4,348,85
E09000008,Croydon,E01001074,956,63,76,109,88,49,6,6,4,434,121
E09000008,Croydon,E01001075,884,41,77,95,101,38,13,4,3,413,99
E09000008,Croydon,E01001076,671,39,46,147,84,41,7,7,4,155,141
E09000008,Croydon,E01001077,660,27,36,160,93,15,6,2,2,174,145
E09000008,Croydon,E01001078,629,36,42,147,103,32,3,0,1,137,128
E09000008,Croydon,E01001079,717,56,42,151,105,37,5,4,13,146,158
E09000008,Croydon,E01001080,519,34,42,140,83,21,8,4,6,81,100
E09000008,Croydon,E01001081,636,49,45,122,92,34,3,3,1,149,138
E09000008,Croydon,E01001082,733,68,40,150,107,23,8,2,13,162,160
E09000008,Croydon,E01001083,754,50,90,121,66,12,2,5,4,302,102
E09000008,Croydon,E01001084,906,37,119,109,89,13,3,3,5,408,120
E09000008,Croydon,E01001085,871,37,109,116,102,13,8,18,0,269,199
E09000008,Croydon,E01001086,862,57,101,109,96,14,2,1,7,305,170
E09000008,Croydon,E01001087,1365,69,188,194,182,16,2,5,7,403,299
E09000008,Croydon,E01001088,828,37,112,113,121,6,3,2,7,274,153
E09000008,Croydon,E01001089,857,42,106,138,102,11,4,6,13,238,197
E09000008,Croydon,E01001090,1143,48,172,155,142,13,6,2,7,350,248
E09000008,Croydon,E01001091,764,53,96,87,88,13,5,4,6,302,110
E09000008,Croydon,E01001092,837,34,64,76,100,26,4,4,4,462,63
E09000008,Croydon,E01001093,907,47,115,89,101,22,3,6,8,396,120
E09000008,Croydon,E01001094,783,32,77,77,82,21,4,2,9,412,67
E09000008,Croydon,E01001095,774,48,108,72,99,26,4,6,3,312,96
E09000008,Croydon,E01001096,708,19,40,48,92,16,6,3,7,419,58
E09000008,Croydon,E01001097,1183,63,101,119,160,50,4,2,9,538,137
E09000008,Croydon,E01001098,729,25,48,53,72,26,4,2,3,422,74
E09000008,Croydon,E01001099,771,32,65,77,82,40,6,3,5,357,104
E09000008,Croydon,E01001100,813,42,81,55,91,26,2,1,7,391,117
E09000008,Croydon,E01001101,727,28,70,57,74,24,4,4,3,378,85
E09000008,Croydon,E01001102,628,26,66,56,56,21,6,2,2,318,75
E09000008,Croydon,E01001103,696,32,69,78,59,37,5,0,2,325,89
E09000008,Croydon,E01001104,829,35,67,79,75,39,4,5,4,425,96
E09000008,Croydon,E01001105,859,38,97,118,93,41,4,4,2,303,159
E09000008,Croydon,E01001106,745,46,70,103,87,43,3,2,3,259,129
E09000008,Croydon,E01001107,742,22,63,61,83,13,3,4,6,432,55
E09000008,Croydon,E01001108,841,34,74,71,76,19,5,2,6,469,85
E09000008,Croydon,E01001109,1046,130,110,135,160,14,15,0,5,322,155
E09000008,Croydon,E01001110,996,112,104,134,140,27,8,8,7,319,137
E09000008,Croydon,E01001111,916,46,123,158,117,14,3,3,2,291,159
E09000008,Croydon,E01001112,969,52,108,127,138,14,2,3,5,360,160
E09000008,Croydon,E01001113,1050,93,93,114,176,14,4,5,4,366,181
E09000008,Croydon,E01001114,689,64,112,108,103,18,4,1,4,151,124
E09000008,Croydon,E01001115,724,107,74,115,94,10,1,2,6,193,122
E09000008,Croydon,E01001116,689,64,62,82,95,10,7,6,5,222,136
E09000008,Croydon,E01001118,910,129,86,113,110,26,9,4,11,223,199
E09000008,Croydon,E01001119,677,32,72,107,84,19,4,1,4,255,99
E09000008,Croydon,E01001120,637,36,89,86,68,13,2,3,3,224,113
E09000008,Croydon,E01001121,602,27,47,88,77,16,5,4,1,257,80
E09000008,Croydon,E01001122,668,19,90,58,81,17,2,4,0,322,75
E09000008,Croydon,E01001123,802,23,93,78,102,18,10,5,0,346,127
E09000008,Croydon,E01001124,685,33,69,57,67,25,6,0,1,327,100
E09000008,Croydon,E01001125,748,44,88,89,82,28,3,2,3,317,92
E09000008,Croydon,E01001126,699,34,98,105,83,17,5,1,1,265,90
E09000008,Croydon,E01001127,773,38,98,90,104,17,4,4,5,304,109
E09000008,Croydon,E01001128,628,27,67,124,110,4,5,1,4,155,131
E09000008,Croydon,E01001129,686,39,73,78,97,18,3,1,3,285,89
E09000008,Croydon,E01001130,602,27,84,138,91,18,0,1,10,126,107
E09000008,Croydon,E01001131,780,50,119,100,86,12,4,4,5,277,123
E09000008,Croydon,E01001132,764,33,111,73,114,6,4,3,6,313,101
E09000008,Croydon,E01001133,718,40,91,66,100,13,4,2,3,279,120
E09000008,Croydon,E01001134,811,33,119,84,103,21,2,0,8,321,120
E09000008,Croydon,E01001135,791,39,81,98,103,13,7,0,10,320,120
E09000008,Croydon,E01001136,1104,54,104,133,169,21,4,3,3,428,185
E09000008,Croydon,E01001137,1134,31,84,120,128,8,5,0,6,635,117
E09000008,Croydon,E01001138,808,26,67,86,102,5,2,1,4,438,77
E09000008,Croydon,E01001139,856,30,102,114,112,9,2,5,2,367,113
E09000008,Croydon,E01001140,927,40,84,95,142,8,6,2,4,420,126
E09000008,Croydon,E01001141,655,31,63,89,87,5,3,4,2,254,117
E09000008,Croydon,E01001142,932,45,103,106,126,11,7,3,4,409,118
E09000008,Croydon,E01001143,937,47,118,121,129,16,6,4,5,329,162
E09000008,Croydon,E01001144,910,29,114,93,125,18,2,0,4,375,150
E09000008,Croydon,E01001145,774,37,117,106,143,10,2,5,7,221,126
E09000008,Croydon,E01001146,746,54,100,102,100,11,4,3,3,243,126
E09000008,Croydon,E01001147,822,54,106,112,119,11,3,6,5,237,169
E09000008,Croydon,E01001148,856,41,104,135,128,17,2,3,7,276,143
E09000008,Croydon,E01001149,784,32,76,110,119,16,0,2,5,293,131
E09000008,Croydon,E01001150,922,40,108,122,101,13,5,3,8,393,129
E09000008,Croydon,E01001151,772,73,100,140,101,15,2,6,5,184,146
E09000008,Croydon,E01001152,1038,100,103,196,160,14,5,5,6,222,227
E09000008,Croydon,E01001153,822,60,105,115,113,13,7,1,7,278,123
E09000008,Croydon,E01001154,974,80,118,140,149,26,1,2,4,244,210
E09000008,Croydon,E01001155,675,60,85,127,80,6,1,1,6,185,124
E09000008,Croydon,E01001156,905,38,78,146,101,16,0,3,1,405,117
E09000008,Croydon,E01001157,819,36,124,106,89,19,4,2,7,286,146
E09000008,Croydon,E01001158,785,30,88,128,92,11,1,4,2,299,130
E09000008,Croydon,E01001159,934,58,113,119,109,10,2,3,4,396,120
E09000008,Croydon,E01001160,892,56,131,158,83,15,5,4,4,300,136
E09000008,Croydon,E01001161,772,56,148,109,89,13,0,3,9,187,158
E09000008,Croydon,E01001162,945,52,112,137,118,7,4,2,4,379,130
E09000008,Croydon,E01001163,1020,48,99,147,105,12,1,1,15,474,118
E09000008,Croydon,E01001164,1214,48,69,157,125,13,5,4,9,657,127
E09000008,Croydon,E01001165,1031,122,87,104,128,16,2,5,15,369,183
E09000008,Croydon,E01001166,850,119,62,99,129,12,6,3,6,243,171
E09000008,Croydon,E01001167,1159,136,127,128,158,24,5,6,6,374,195
E09000008,Croydon,E01001168,1001,104,95,120,133,22,7,3,7,323,187
E09000008,Croydon,E01001169,801,144,96,91,92,15,4,3,5,242,109
E09000008,Croydon,E01001170,920,115,94,79,124,14,0,2,4,351,137
E09000008,Croydon,E01001171,743,78,64,72,101,17,7,5,6,280,113
E09000008,Croydon,E01001172,882,118,146,108,116,14,6,3,8,200,163
E09000008,Croydon,E01001173,1400,143,202,121,201,33,4,2,8,488,198
E09000008,Croydon,E01001174,730,79,121,105,84,14,2,5,4,195,121
E09000008,Croydon,E01001175,715,114,92,96,94,7,3,3,3,179,124
E09000008,Croydon,E01001176,796,104,97,127,110,16,1,11,4,190,136
E09000008,Croydon,E01001177,787,78,139,148,99,10,6,8,7,159,133
E09000008,Croydon,E01001178,636,100,76,94,105,5,1,2,3,134,116
E09000008,Croydon,E01001179,739,112,103,105,93,14,5,4,2,176,125
E09000008,Croydon,E01001180,906,154,91,163,115,16,3,6,4,183,171
E09000008,Croydon,E01001181,825,140,76,122,105,14,4,5,7,182,170
E09000008,Croydon,E01001182,652,46,101,110,97,6,5,3,9,164,111
E09000008,Croydon,E01001183,793,94,103,124,110,25,0,7,6,181,143
E09000008,Croydon,E01001184,660,61,99,85,79,13,2,4,6,198,113
E09000008,Croydon,E01001185,902,39,106,91,114,14,8,4,5,382,139
E09000008,Croydon,E01001186,825,46,118,117,119,11,1,2,5,269,137
E09000008,Croydon,E01001187,985,86,141,92,137,16,1,2,7,325,178
E09000008,Croydon,E01001188,929,52,120,84,127,22,4,3,4,366,147
E09000008,Croydon,E01001189,633,24,80,80,82,10,3,0,6,257,91
E09000008,Croydon,E01001190,819,27,88,101,90,16,4,1,2,358,132
E09000008,Croydon,E01001191,985,38,121,126,140,11,12,5,13,335,184
E09000008,Croydon,E01001192,838,32,93,117,121,9,4,2,3,317,140
E09000008,Croydon,E01001193,799,49,159,88,114,5,3,1,9,242,129
E09000008,Croydon,E01001194,883,32,106,90,103,12,6,4,4,387,139
E09000008,Croydon,E01032569,779,48,143,131,108,15,4,4,4,180,142
E09000008,Croydon,E01034139,839,161,79,101,108,15,4,2,8,194,167
E09000008,Croydon,E01034140,637,103,50,67,98,13,4,8,7,190,97
E09000008,Croydon,E01034141,794,88,37,71,113,15,2,2,3,366,97
E09000008,Croydon,E01034142,699,71,72,51,91,25,5,2,4,279,99
E09000008,Croydon,E01034143,842,80,52,65,142,22,2,6,6,370,97
E09000008,Croydon,E01034144,769,93,46,86,117,12,2,2,3,309,99
E09000008,Croydon,E01034145,609,85,63,73,112,12,4,3,4,161,92
E09000008,Croydon,E01034146,785,87,65,77,147,22,4,0,2,303,78
E09000008,Croydon,E01034147,850,57,25,49,112,16,2,3,2,539,45
E09000008,Croydon,E01034148,1076,68,31,79,168,22,4,4,6,610,84
E09000008,Croydon,E01034149,1217,133,82,73,179,24,2,2,8,571,143
E09000008,Croydon,E01034150,812,68,56,63,137,13,4,5,3,345,118
E09000008,Croydon,E01034151,769,67,30,54,127,15,0,3,4,388,81
E09000008,Croydon,E01034152,810,116,86,82,121,16,3,1,7,268,110
E09000009,Ealing,E01001195,816,60,90,115,65,8,3,0,2,336,137
E09000009,Ealing,E01001196,695,65,97,104,65,5,0,1,7,220,131
E09000009,Ealing,E01001197,838,60,93,124,64,7,1,4,2,377,106
E09000009,Ealing,E01001198,856,67,91,119,50,14,2,6,3,391,113
E09000009,Ealing,E01001199,871,47,113,134,61,8,2,3,1,347,155
E09000009,Ealing,E01001200,891,54,105,121,72,8,7,1,1,405,117
E09000009,Ealing,E01001201,899,63,118,118,60,5,4,2,5,428,96
E09000009,Ealing,E01001202,1212,84,162,179,91,11,2,10,8,471,194
E09000009,Ealing,E01001203,864,56,125,111,59,8,3,1,4,361,136
E09000009,Ealing,E01001204,769,55,66,61,78,8,3,0,4,411,83
E09000009,Ealing,E01001205,747,63,71,93,84,6,1,2,2,296,129
E09000009,Ealing,E01001206,578,60,83,87,82,5,0,3,1,141,116
E09000009,Ealing,E01001207,1040,57,76,82,123,24,4,3,0,531,140
E09000009,Ealing,E01001208,640,48,57,47,66,13,2,4,6,351,46
E09000009,Ealing,E01001209,859,77,58,59,70,8,3,2,9,483,90
E09000009,Ealing,E01001210,651,49,109,76,102,8,3,4,8,174,118
E09000009,Ealing,E01001211,869,67,69,83,94,7,1,1,0,436,111
E09000009,Ealing,E01001212,813,64,55,77,92,10,3,0,3,422,87
E09000009,Ealing,E01001213,824,148,123,178,93,13,2,4,12,132,119
E09000009,Ealing,E01001214,691,95,111,132,86,25,1,4,4,138,95
E09000009,Ealing,E01001215,770,129,132,155,60,18,4,2,6,148,116
E09000009,Ealing,E01001216,646,132,87,104,63,13,1,2,8,129,107
E09000009,Ealing,E01001217,661,66,91,98,73,15,4,6,5,191,112
E09000009,Ealing,E01001218,825,82,134,151,96,13,4,2,5,159,179
E09000009,Ealing,E01001219,794,101,126,172,75,10,5,7,5,142,151
E09000009,Ealing,E01001220,572,76,97,96,58,14,1,3,9,95,123
E09000009,Ealing,E01001223,741,33,56,60,85,7,6,5,5,410,74
E09000009,Ealing,E01001224,819,46,60,67,83,12,2,3,3,463,80
E09000009,Ealing,E01001225,956,51,77,88,95,22,3,8,7,529,76
E09000009,Ealing,E01001226,839,46,44,93,110,12,0,3,2,459,70
E09000009,Ealing,E01001227,835,36,76,62,77,9,0,3,2,497,73
E09000009,Ealing,E01001228,1122,54,78,130,112,8,3,9,3,558,167
E09000009,Ealing,E01001229,722,53,85,100,61,8,4,2,8,279,122
E09000009,Ealing,E01001230,765,45,44,69,55,6,1,3,4,458,80
E09000009,Ealing,E01001231,1091,79,108,123,98,24,3,4,10,523,119
E09000009,Ealing,E01001232,701,59,70,86,67,5,0,2,3,304,105
E09000009,Ealing,E01001233,771,55,73,83,64,6,1,2,3,370,114
E09000009,Ealing,E01001234,816,42,62,101,78,9,2,3,4,422,93
E09000009,Ealing,E01001235,1082,51,75,96,101,8,5,2,4,607,133
E09000009,Ealing,E01001236,817,52,63,72,71,3,0,1,6,482,67
E09000009,Ealing,E01001237,902,51,77,74,67,7,4,4,4,530,84
E09000009,Ealing,E01001239,723,65,102,119,58,13,1,6,2,216,141
E09000009,Ealing,E01001240,967,102,146,173,68,9,3,0,4,276,186
E09000009,Ealing,E01001241,1003,73,151,201,56,19,3,4,6,319,171
E09000009,Ealing,E01001242,790,33,125,137,51,9,4,2,4,322,103
E09000009,Ealing,E01001243,1216,114,172,221,88,11,4,3,7,452,144
E09000009,Ealing,E01001244,1305,129,178,211,66,13,5,3,4,477,219
E09000009,Ealing,E01001245,1249,97,133,165,76,5,3,1,11,646,112
E09000009,Ealing,E01001246,996,118,105,178,78,14,2,0,6,324,171
E09000009,Ealing,E01001247,1022,119,161,153,81,6,0,3,10,325,164
E09000009,Ealing,E01001248,762,67,80,79,72,5,1,3,4,328,123
