local authority code,local authority name,LSOA code,residents,Distance: Less than 2km,Distance: 2km to less than 5km,Distance: 5km to less than 10km,Distance: 10km to less than 20km,Distance: 20km to less than 30km,Distance: 30km to less than 40km,Distance: 40km to less than 60km,Distance: 60km and over,Work mainly at or from home,Other
E09000001,City of London,E01000001,863,84,53,34,11,1,2,3,3,639,33
E09000001,City of London,E01000002,882,78,40,21,6,2,4,3,2,678,48
E09000001,City of London,E01000003,1006,145,80,60,22,3,0,0,7,622,67
E09000001,City of London,E01000005,504,95,78,45,27,4,0,2,2,204,47
E09000001,City of London,E01032739,1179,153,77,48,14,2,1,1,12,817,54
E09000001,City of London,E01032740,928,119,56,29,6,3,0,0,4,651,60
E09000002,Barking and Dagenham,E01000006,883,61,89,108,160,42,10,5,12,191,205
E09000002,Barking and Dagenham,E01000007,1376,78,114,201,330,55,14,24,9,367,184
E09000002,Barking and Dagenham,E01000008,648,48,62,114,142,22,3,3,9,80,165
E09000002,Barking and Dagenham,E01000009,785,57,71,88,153,39,15,8,11,159,184
E09000002,Barking and Dagenham,E01000011,738,46,76,106,127,23,9,4,7,137,203
E09000002,Barking and Dagenham,E01000012,910,68,79,142,154,31,5,3,12,186,230
E09000002,Barking and Dagenham,E01000013,797,76,97,76,141,57,11,6,8,126,199
E09000002,Barking and Dagenham,E01000014,795,69,105,84,135,38,8,4,11,146,195
E09000002,Barking and Dagenham,E01000015,1064,78,140,106,172,73,16,3,11,202,263
E09000002,Barking and Dagenham,E01000016,856,68,137,80,157,52,8,8,7,149,190
E09000002,Barking and Dagenham,E01000017,746,55,121,60,136,44,9,4,13,136,168
E09000002,Barking and Dagenham,E01000018,832,63,115,61,167,66,4,3,7,142,204
E09000002,Barking and Dagenham,E01000019,690,54,120,87,75,35,6,4,8,130,171
E09000002,Barking and Dagenham,E01000020,894,48,167,77,143,43,8,4,10,182,212
E09000002,Barking and Dagenham,E01000021,684,53,110,83,100,24,7,3,9,116,179
E09000002,Barking and Dagenham,E01000022,638,52,106,63,86,30,7,3,6,137,148
E09000002,Barking and Dagenham,E01000024,629,31,118,83,109,22,6,4,5,106,145
E09000002,Barking and Dagenham,E01000025,838,42,125,105,156,42,5,3,9,176,175
E09000002,Barking and Dagenham,E01000027,804,42,120,95,126,49,9,6,3,142,212
E09000002,Barking and Dagenham,E01000028,684,39,110,80,94,37,21,3,8,126,166
E09000002,Barking and Dagenham,E01000029,771,44,104,92,110,43,10,8,6,188,166
E09000002,Barking and Dagenham,E01000030,980,38,141,125,141,65,26,5,10,221,208
E09000002,Barking and Dagenham,E01000031,790,35,96,66,130,60,6,4,5,244,144
E09000002,Barking and Dagenham,E01000032,878,62,94,114,141,32,11,4,15,198,207
E09000002,Barking and Dagenham,E01000033,588,48,100,74,106,31,8,6,4,86,125
E09000002,Barking and Dagenham,E01000034,654,61,91,57,87,39,11,4,10,140,154
E09000002,Barking and Dagenham,E01000035,815,50,105,86,148,46,8,2,9,154,207
E09000002,Barking and Dagenham,E01000036,688,30,63,61,135,62,11,5,6,145,170
E09000002,Barking and Dagenham,E01000037,855,95,99,76,115,62,8,3,7,226,164
E09000002,Barking and Dagenham,E01000038,779,88,84,68,122,44,9,2,10,198,154
E09000002,Barking and Dagenham,E01000039,819,74,80,70,114,54,10,2,7,216,192
E09000002,Barking and Dagenham,E01000040,742,64,93,77,143,37,4,4,1,151,168
E09000002,Barking and Dagenham,E01000041,821,50,117,114,147,30,11,8,10,128,206
E09000002,Barking and Dagenham,E01000042,706,40,89,110,146,12,9,4,7,128,161
E09000002,Barking and Dagenham,E01000043,702,62,85,72,136,16,11,2,7,140,171
E09000002,Barking and Dagenham,E01000044,899,66,102,105,171,22,6,11,11,146,259
E09000002,Barking and Dagenham,E01000045,725,32,88,104,121,30,8,2,9,136,195
E09000002,Barking and Dagenham,E01000046,857,51,119,118,166,47,5,5,18,133,195
E09000002,Barking and Dagenham,E01000049,681,73,97,106,147,23,4,6,6,72,147
E09000002,Barking and Dagenham,E01000050,812,63,71,115,159,25,13,8,11,188,159
E09000002,Barking and Dagenham,E01000051,577,42,41,64,132,24,6,3,3,164,98
E09000002,Barking and Dagenham,E01000052,971,81,93,113,204,28,7,9,14,195,227
E09000002,Barking and Dagenham,E01000053,693,48,67,95,125,38,9,4,11,110,186
E09000002,Barking and Dagenham,E01000054,814,68,111,89,151,31,14,6,5,143,196
E09000002,Barking and Dagenham,E01000055,752,58,90,108,142,50,10,7,10,112,165
E09000002,Barking and Dagenham,E01000056,702,57,92,100,119,32,5,5,7,116,169
E09000002,Barking and Dagenham,E01000057,655,51,71,87,105,43,14,10,13,112,149
E09000002,Barking and Dagenham,E01000058,925,65,107,104,192,45,11,1,25,136,239
E09000002,Barking and Dagenham,E01000059,783,59,88,103,152,44,11,4,9,121,192
E09000002,Barking and Dagenham,E01000060,871,69,134,63,148,62,11,2,13,173,196
E09000002,Barking and Dagenham,E01000061,761,70,140,89,110,50,3,5,14,151,129
E09000002,Barking and Dagenham,E01000062,1024,69,152,90,171,64,14,4,7,194,259
E09000002,Barking and Dagenham,E01000063,805,62,133,95,127,31,8,3,8,152,186
E09000002,Barking and Dagenham,E01000064,1028,53,149,91,197,78,13,12,6,194,235
E09000002,Barking and Dagenham,E01000065,810,61,116,87,123,41,10,5,7,159,201
E09000002,Barking and Dagenham,E01000066,969,64,121,122,144,33,14,4,10,233,224
E09000002,Barking and Dagenham,E01000067,936,56,141,123,173,20,9,4,13,226,171
E09000002,Barking and Dagenham,E01000068,849,54,85,99,155,30,11,4,12,217,182
E09000002,Barking and Dagenham,E01000069,1014,60,137,116,172,21,6,6,6,307,183
E09000002,Barking and Dagenham,E01000070,890,61,94,103,132,17,11,5,7,281,179
E09000002,Barking and Dagenham,E01000071,1208,85,115,137,203,38,9,14,5,339,263
E09000002,Barking and Dagenham,E01000072,857,34,147,102,151,27,5,9,9,167,206
E09000002,Barking and Dagenham,E01000073,789,39,101,106,154,21,8,9,12,143,196
E09000002,Barking and Dagenham,E01000074,759,38,131,98,124,31,10,5,5,150,167
E09000002,Barking and Dagenham,E01000075,956,61,118,139,180,45,0,4,10,171,228
E09000002,Barking and Dagenham,E01000076,851,42,130,110,158,33,13,8,10,124,223
E09000002,Barking and Dagenham,E01000077,710,29,103,97,134,27,5,6,11,129,169
E09000002,Barking and Dagenham,E01000078,782,71,122,80,142,40,7,8,10,128,174
E09000002,Barking and Dagenham,E01000079,726,64,96,67,136,27,10,2,3,143,178
E09000002,Barking and Dagenham,E01000080,824,58,124,77,152,37,7,5,6,159,199
E09000002,Barking and Dagenham,E01000081,887,72,126,99,175,46,6,8,9,149,197
E09000002,Barking and Dagenham,E01000082,856,55,146,89,145,43,9,6,9,138,216
E09000002,Barking and Dagenham,E01000083,777,83,125,79,120,34,14,4,5,138,175
E09000002,Barking and Dagenham,E01000084,630,53,82,67,108,52,7,4,10,87,160
E09000002,Barking and Dagenham,E01000085,733,85,101,72,156,42,7,5,12,89,164
E09000002,Barking and Dagenham,E01000086,637,54,84,59,123,50,4,3,4,96,160
E09000002,Barking and Dagenham,E01000087,695,53,64,92,107,52,8,8,15,130,166
E09000002,Barking and Dagenham,E01000088,806,52,85,102,147,79,12,2,9,142,176
E09000002,Barking and Dagenham,E01000089,780,73,65,122,140,48,9,5,8,134,176
E09000002,Barking and Dagenham,E01000090,735,60,59,117,130,47,11,5,11,128,167
E09000002,Barking and Dagenham,E01000091,798,51,128,115,175,29,4,3,17,129,147
E09000002,Barking and Dagenham,E01000093,698,67,78,88,135,20,9,5,8,120,168
E09000002,Barking and Dagenham,E01000094,1124,52,110,170,261,47,19,9,12,247,197
E09000002,Barking and Dagenham,E01000095,959,68,72,115,188,38,14,4,8,251,201
E09000002,Barking and Dagenham,E01000096,605,41,84,94,113,25,6,6,11,105,120
E09000002,Barking and Dagenham,E01000097,794,59,130,73,120,33,5,3,9,159,203
E09000002,Barking and Dagenham,E01000098,787,74,126,88,118,32,11,2,12,134,190
E09000002,Barking and Dagenham,E01000099,1300,83,195,158,207,75,9,7,19,287,260
E09000002,Barking and Dagenham,E01000100,809,77,122,86,112,41,9,3,10,156,193
E09000002,Barking and Dagenham,E01000101,738,65,122,76,127,36,9,0,9,115,179
E09000002,Barking and Dagenham,E01000102,753,57,136,76,114,31,9,5,11,128,186
E09000002,Barking and Dagenham,E01000103,806,42,81,96,143,57,17,3,9,161,197
E09000002,Barking and Dagenham,E01000104,823,40,100,92,128,64,14,8,10,175,192
E09000002,Barking and Dagenham,E01000105,1017,72,134,107,191,70,9,5,6,190,233
E09000002,Barking and Dagenham,E01000106,868,64,110,94,169,52,9,9,9,133,219
E09000002,Barking and Dagenham,E01000107,737,34,86,83,105,69,11,5,4,156,184
E09000002,Barking and Dagenham,E01000108,856,38,91,106,149,70,13,5,7,166,211
E09000002,Barking and Dagenham,E01000110,739,48,88,72,118,42,12,2,8,197,152
E09000002,Barking and Dagenham,E01000111,963,33,123,103,144,71,12,3,7,202,265
E09000002,Barking and Dagenham,E01000112,918,66,105,93,156,55,11,1,5,237,189
E09000002,Barking and Dagenham,E01000113,944,66,99,93,170,47,10,2,2,259,196
E09000002,Barking and Dagenham,E01000114,1042,79,133,117,180,58,12,7,11,235,210
E09000002,Barking and Dagenham,E01032580,632,54,105,84,72,23,6,5,6,140,137
E09000002,Barking and Dagenham,E01033587,1244,79,83,183,240,33,17,2,16,381,210
E09000002,Barking and Dagenham,E01034469,802,35,76,85,136,52,9,3,7,265,134
E09000002,Barking and Dagenham,E01034470,679,46,99,74,108,32,9,4,9,152,146
E09000002,Barking and Dagenham,E01034471,1117,43,156,137,234,42,13,11,14,222,245
E09000002,Barking and Dagenham,E01034472,812,24,100,95,184,39,10,8,7,200,145
E09000002,Barking and Dagenham,E01034473,545,40,45,65,120,13,4,5,7,140,106
E09000002,Barking and Dagenham,E01034474,1068,57,75,140,190,47,1,5,8,385,160
E09000002,Barking and Dagenham,E01034475,764,58,92,111,137,18,14,13,9,135,177
E09000002,Barking and Dagenham,E01034476,781,35,83,111,148,19,5,8,7,206,159
E09000002,Barking and Dagenham,E01034477,771,15,57,89,174,42,6,3,2,215,168
E09000002,Barking and Dagenham,E01034478,705,14,47,70,187,16,6,5,2,256,102
E09000002,Barking and Dagenham,E01034479,855,90,81,160,167,19,9,5,10,159,155
E09000003,Barnet,E01000115,673,43,63,85,87,6,6,2,4,305,72
E09000003,Barnet,E01000116,829,69,91,97,93,8,2,2,4,343,120
E09000003,Barnet,E01000117,817,56,81,81,104,5,3,4,2,347,134
E09000003,Barnet,E01000118,996,76,102,114,118,17,4,2,5,389,169
E09000003,Barnet,E01000119,839,38,72,92,115,8,3,2,5,393,111
E09000003,Barnet,E01000120,708,34,80,72,95,14,0,0,4,326,83
E09000003,Barnet,E01000121,631,51,70,81,85,5,1,2,1,227,108
E09000003,Barnet,E01000122,738,32,76,92,85,9,5,3,4,312,120
E09000003,Barnet,E01000123,971,53,85,94,131,9,3,1,8,412,175
E09000003,Barnet,E01000124,871,46,78,116,120,9,3,3,7,307,182
E09000003,Barnet,E01000126,1017,84,85,161,170,10,4,2,17,299,185
E09000003,Barnet,E01000127,691,83,68,98,101,11,4,4,4,153,165
E09000003,Barnet,E01000128,909,99,80,118,123,15,4,3,6,223,238
E09000003,Barnet,E01000129,723,77,71,118,123,15,10,4,10,130,165
E09000003,Barnet,E01000130,918,89,88,151,150,15,2,4,7,205,207
E09000003,Barnet,E01000131,967,52,95,131,165,11,6,2,8,276,221
E09000003,Barnet,E01000132,736,66,84,106,127,10,2,13,9,151,168
E09000003,Barnet,E01000133,738,77,81,120,97,15,4,2,9,169,164
E09000003,Barnet,E01000134,801,87,71,111,147,9,2,5,7,185,177
E09000003,Barnet,E01000135,779,48,57,99,62,2,0,5,2,425,79
E09000003,Barnet,E01000136,667,19,36,105,14,7,0,2,2,422,60
E09000003,Barnet,E01000137,686,38,99,121,50,9,1,0,4,238,126
E09000003,Barnet,E01000138,760,58,77,152,40,4,1,2,9,279,138
E09000003,Barnet,E01000139,720,34,54,121,34,1,1,3,7,390,75
E09000003,Barnet,E01000140,1030,39,93,151,42,7,2,3,3,560,130
E09000003,Barnet,E01000141,1000,78,110,224,49,9,2,4,8,318,198
E09000003,Barnet,E01000142,1071,56,113,218,54,17,4,1,10,406,192
E09000003,Barnet,E01000143,746,46,74,177,43,10,7,1,10,275,103
E09000003,Barnet,E01000144,814,53,74,133,39,8,3,4,1,402,97
E09000003,Barnet,E01000145,651,59,62,106,44,2,6,1,4,301,66
E09000003,Barnet,E01000146,1031,48,102,199,51,5,1,1,3,500,121
E09000003,Barnet,E01000147,968,75,107,133,128,17,9,2,17,225,255
E09000003,Barnet,E01000150,1132,90,104,148,161,21,5,6,10,350,237
E09000003,Barnet,E01000151,594,60,54,90,104,6,3,3,4,117,153
E09000003,Barnet,E01000152,1318,92,98,176,214,20,7,4,18,485,204
E09000003,Barnet,E01000153,828,93,97,104,130,10,1,1,5,219,168
E09000003,Barnet,E01000154,898,62,80,141,164,21,2,5,4,264,155
E09000003,Barnet,E01000156,1006,49,78,124,80,11,2,4,3,485,170
E09000003,Barnet,E01000157,804,51,70,128,61,6,2,4,1,369,112
E09000003,Barnet,E01000158,737,47,58,98,91,4,0,2,3,302,132
E09000003,Barnet,E01000159,882,51,84,107,86,10,3,1,3,394,143
E09000003,Barnet,E01000160,1062,29,57,129,138,15,6,1,6,526,155
E09000003,Barnet,E01000161,937,44,70,120,126,9,9,4,4,395,156
E09000003,Barnet,E01000162,702,53,61,120,68,10,2,0,4,276,108
E09000003,Barnet,E01000163,775,51,104,143,78,5,0,2,5,213,174
E09000003,Barnet,E01000164,775,77,72,128,83,12,3,6,6,249,139
E09000003,Barnet,E01000165,847,46,78,121,111,17,5,2,6,318,143
E09000003,Barnet,E01000166,713,31,74,85,99,14,6,1,6,283,114
E09000003,Barnet,E01000167,668,58,72,94,69,11,4,3,2,217,138
E09000003,Barnet,E01000168,703,32,72,70,91,15,8,5,11,328,71
E09000003,Barnet,E01000169,824,34,69,77,133,12,4,5,6,361,123
E09000003,Barnet,E01000170,906,61,92,128,111,15,5,1,4,336,153
E09000003,Barnet,E01000171,1065,64,102,104,171,11,2,5,2,374,230
E09000003,Barnet,E01000172,734,37,71,72,79,7,2,7,4,369,86
E09000003,Barnet,E01000173,822,54,85,93,85,16,4,2,2,375,106
E09000003,Barnet,E01000174,816,58,59,88,123,6,6,1,1,306,168
E09000003,Barnet,E01000175,1019,63,73,85,150,17,4,3,1,430,193
E09000003,Barnet,E01000176,740,51,88,121,73,14,4,2,0,292,95
E09000003,Barnet,E01000177,860,43,57,108,58,3,0,2,3,506,80
E09000003,Barnet,E01000178,813,31,65,112,49,3,2,0,2,465,84
E09000003,Barnet,E01000179,1024,45,92,144,75,10,4,3,4,530,117
E09000003,Barnet,E01000180,754,30,70,110,61,6,2,2,3,366,104
E09000003,Barnet,E01000181,960,39,76,130,49,9,1,1,11,565,79
E09000003,Barnet,E01000182,886,36,66,109,47,5,1,0,0,551,71
E09000003,Barnet,E01000183,675,16,64,111,41,5,5,2,4,359,68
E09000003,Barnet,E01000184,816,97,80,122,66,3,4,0,3,279,162
E09000003,Barnet,E01000185,633,60,62,108,63,14,2,3,4,194,123
E09000003,Barnet,E01000186,841,56,61,116,113,13,5,5,1,371,100
E09000003,Barnet,E01000187,708,57,45,87,95,7,7,5,4,309,92
E09000003,Barnet,E01000188,729,35,46,71,96,13,5,5,11,363,84
E09000003,Barnet,E01000189,1239,56,74,142,216,29,8,10,21,526,157
E09000003,Barnet,E01000190,795,44,47,88,89,14,9,8,4,380,112
E09000003,Barnet,E01000191,670,47,50,73,81,9,3,3,4,313,87
E09000003,Barnet,E01000192,944,77,67,106,139,23,7,5,15,370,135
E09000003,Barnet,E01000193,955,72,61,99,149,24,5,7,6,343,189
E09000003,Barnet,E01000194,855,68,67,128,115,16,5,4,4,263,185
E09000003,Barnet,E01000195,887,53,86,119,136,33,4,1,7,209,239
E09000003,Barnet,E01000196,1101,63,58,125,122,12,3,2,9,538,169
E09000003,Barnet,E01000197,1007,60,65,127,90,8,7,2,5,478,165
E09000003,Barnet,E01000198,978,59,109,117,89,6,6,4,4,461,123
E09000003,Barnet,E01000199,700,23,53,78,52,4,1,1,2,422,64
E09000003,Barnet,E01000200,873,46,63,100,72,8,3,3,6,485,87
E09000003,Barnet,E01000201,700,49,51,82,57,4,1,3,2,402,49
E09000003,Barnet,E01000202,867,46,54,109,83,4,2,1,3,488,77
E09000003,Barnet,E01000203,802,46,98,99,56,6,2,2,5,357,131
E09000003,Barnet,E01000204,851,45,48,87,91,7,2,5,4,487,75
E09000003,Barnet,E01000205,745,25,47,98,28,3,2,4,2,477,59
E09000003,Barnet,E01000206,691,15,49,115,24,1,1,0,1,435,50
E09000003,Barnet,E01000207,665,32,38,87,34,7,3,2,4,409,49
E09000003,Barnet,E01000208,847,28,60,111,28,3,2,1,5,529,80
E09000003,Barnet,E01000209,648,18,46,70,27,7,2,5,3,438,32
E09000003,Barnet,E01000210,780,28,52,102,43,3,5,2,3,486,56
E09000003,Barnet,E01000211,1032,76,98,151,85,9,6,1,4,435,167
E09000003,Barnet,E01000212,673,23,57,114,38,4,1,2,4,378,52
E09000003,Barnet,E01000213,614,25,50,62,23,5,2,0,3,409,35
E09000003,Barnet,E01000214,911,30,70,141,37,0,2,0,4,552,75
E09000003,Barnet,E01000215,793,130,89,102,42,8,0,1,4,332,85
E09000003,Barnet,E01000216,864,76,71,127,33,5,0,2,9,473,68
E09000003,Barnet,E01000217,798,114,65,114,72,8,0,2,6,344,73
E09000003,Barnet,E01000218,780,108,84,123,56,4,1,0,11,300,93
E09000003,Barnet,E01000219,984,181,121,146,68,10,6,3,3,312,134
E09000003,Barnet,E01000220,773,133,68,132,44,5,2,0,3,263,123
E09000003,Barnet,E01000221,498,68,58,83,47,5,0,0,4,138,95
E09000003,Barnet,E01000222,892,64,72,177,76,8,6,2,5,316,166
E09000003,Barnet,E01000223,865,51,95,186,76,15,3,1,2,251,185
E09000003,Barnet,E01000224,713,50,74,108,39,4,1,3,3,255,176
E09000003,Barnet,E01000225,696,112,85,84,31,3,1,1,4,306,69
E09000003,Barnet,E01000226,795,89,68,141,125,18,4,5,5,167,173
E09000003,Barnet,E01000227,918,51,61,85,159,17,0,2,5,386,152
E09000003,Barnet,E01000228,702,25,47,65,92,14,5,3,4,326,121
E09000003,Barnet,E01000229,786,47,80,112,121,9,5,1,9,244,158
E09000003,Barnet,E01000230,826,79,56,104,114,7,2,3,2,342,117
E09000003,Barnet,E01000231,881,31,77,104,161,10,5,2,6,344,141
E09000003,Barnet,E01000232,867,52,50,104,118,21,5,4,9,388,116
E09000003,Barnet,E01000233,1000,56,57,112,125,19,4,5,8,449,165
E09000003,Barnet,E01000234,922,49,61,87,123,16,5,3,2,464,112
E09000003,Barnet,E01000235,885,86,79,121,125,15,3,4,19,250,183
E09000003,Barnet,E01000236,848,109,89,118,72,6,5,0,5,329,115
E09000003,Barnet,E01000237,1075,122,103,142,116,12,4,2,3,391,180
E09000003,Barnet,E01000238,916,120,97,156,82,7,4,0,2,291,157
E09000003,Barnet,E01000239,1022,84,105,131,148,14,5,4,7,332,192
E09000003,Barnet,E01000240,866,40,81,109,118,13,4,10,10,291,190
E09000003,Barnet,E01000241,893,50,69,120,91,7,2,1,1,404,148
E09000003,Barnet,E01000242,677,74,51,84,54,6,2,2,4,340,60
E09000003,Barnet,E01000243,1108,109,107,159,175,20,4,3,9,346,176
E09000003,Barnet,E01000244,815,68,73,105,86,12,2,4,11,282,172
E09000003,Barnet,E01000245,965,98,102,189,116,7,0,8,3,218,224
E09000003,Barnet,E01000246,727,35,31,73,117,8,3,2,2,382,74
E09000003,Barnet,E01000247,898,47,59,108,106,19,3,4,4,444,104
E09000003,Barnet,E01000248,846,50,32,59,129,11,3,11,6,461,84
E09000003,Barnet,E01000249,790,35,38,71,111,18,4,1,7,431,74
E09000003,Barnet,E01000250,1314,127,73,145,184,19,7,1,4,588,166
E09000003,Barnet,E01000251,1011,40,80,116,177,13,3,3,8,443,128
E09000003,Barnet,E01000252,888,58,69,70,140,12,3,2,8,420,106
E09000003,Barnet,E01000253,946,31,46,81,147,17,4,6,9,528,77
E09000003,Barnet,E01000254,776,54,38,57,111,13,4,3,5,434,57
E09000003,Barnet,E01000255,764,50,86,59,92,10,5,3,4,340,115
E09000003,Barnet,E01000256,880,40,92,87,97,7,3,2,16,388,148
E09000003,Barnet,E01000257,1048,60,94,86,169,13,9,1,10,456,150
E09000003,Barnet,E01000258,920,70,56,97,124,5,0,6,5,463,94
E09000003,Barnet,E01000259,1231,52,141,109,158,17,4,0,7,570,173
E09000003,Barnet,E01000260,1072,62,102,120,124,9,7,5,3,436,204
E09000003,Barnet,E01000261,755,38,70,67,79,6,4,3,4,412,72
E09000003,Barnet,E01000263,759,31,56,49,85,15,3,3,4,471,42
E09000003,Barnet,E01000264,978,47,83,127,144,14,2,1,12,391,157
E09000003,Barnet,E01000265,919,69,89,107,120,11,2,2,5,314,200
E09000003,Barnet,E01000266,686,39,58,48,80,5,3,1,4,387,61
E09000003,Barnet,E01000267,834,36,66,97,115,16,7,4,5,369,119
E09000003,Barnet,E01000268,1000,64,72,107,175,12,1,7,8,413,141
E09000003,Barnet,E01000269,679,34,60,67,75,11,5,1,4,328,94
E09000003,Barnet,E01000270,761,36,63,78,101,15,6,1,1,362,98
E09000003,Barnet,E01000271,765,38,60,79,98,7,3,3,4,389,84
E09000003,Barnet,E01000272,638,23,45,53,79,3,3,3,2,373,54
E09000003,Barnet,E01000273,811,43,62,87,103,13,3,8,5,406,81
E09000003,Barnet,E01000274,939,67,98,102,115,14,6,7,3,371,156
E09000003,Barnet,E01000275,844,38,62,89,107,10,5,1,4,429,99
E09000003,Barnet,E01000276,712,24,53,56,70,6,3,1,2,448,49
E09000003,Barnet,E01000277,821,28,66,93,138,10,1,5,4,389,87
E09000003,Barnet,E01000278,656,22,39,59,69,8,1,0,3,402,53
E09000003,Barnet,E01000279,608,12,49,55,71,7,2,2,4,362,44
E09000003,Barnet,E01000280,624,23,47,52,68,9,2,0,4,373,46
E09000003,Barnet,E01000281,989,39,44,86,128,5,5,1,2,579,100
E09000003,Barnet,E01000282,890,43,61,87,114,9,1,1,3,476,95
E09000003,Barnet,E01000283,652,30,47,65,65,5,5,2,0,392,41
E09000003,Barnet,E01000284,943,58,76,110,137,12,3,3,6,386,152
E09000003,Barnet,E01000285,689,50,54,71,104,7,7,0,5,295,96
E09000003,Barnet,E01000286,780,75,73,82,120,12,6,2,2,276,132
E09000003,Barnet,E01000287,739,75,95,82,100,12,4,5,7,225,134
E09000003,Barnet,E01000288,762,67,42,78,102,9,5,6,4,346,103
E09000003,Barnet,E01000289,658,58,79,86,91,16,4,2,5,184,133
E09000003,Barnet,E01000290,725,35,65,71,129,12,6,10,6,285,106
E09000003,Barnet,E01000291,737,59,69,91,85,12,9,2,8,275,127
E09000003,Barnet,E01000292,684,42,33,47,81,12,3,5,6,368,87
E09000003,Barnet,E01000293,907,89,41,84,129,21,2,6,3,443,89
E09000003,Barnet,E01000294,841,90,41,66,129,20,1,2,4,374,114
E09000003,Barnet,E01000295,880,50,52,108,80,10,6,1,1,488,84
E09000003,Barnet,E01000296,1002,47,68,111,108,17,4,1,3,487,156
E09000003,Barnet,E01000297,753,54,43,110,84,7,4,4,1,329,117
E09000003,Barnet,E01000298,929,71,51,122,108,9,2,0,4,437,125
E09000003,Barnet,E01000299,1026,73,62,116,140,8,9,0,7,428,183
E09000003,Barnet,E01000300,870,50,64,71,115,8,2,0,4,469,87
E09000003,Barnet,E01000301,690,35,41,55,78,11,5,3,3,406,53
E09000003,Barnet,E01000302,853,63,49,77,112,9,3,3,9,407,121
E09000003,Barnet,E01000303,709,48,31,65,88,10,2,2,4,402,57
E09000003,Barnet,E01000304,862,55,67,94,106,9,3,0,3,420,105
E09000003,Barnet,E01000305,847,56,78,127,97,15,6,4,11,284,169
E09000003,Barnet,E01000306,1066,100,99,178,143,18,11,3,7,263,244
E09000003,Barnet,E01000307,760,72,76,149,71,7,4,7,4,205,165
E09000003,Barnet,E01000308,1185,83,107,170,149,17,4,3,5,474,173
E09000003,Barnet,E01000309,1031,63,77,157,155,17,6,1,9,352,194
E09000003,Barnet,E01000310,1051,98,99,194,125,10,7,5,7,329,177
E09000003,Barnet,E01000311,750,97,79,82,69,4,1,0,2,337,79
E09000003,Barnet,E01000312,854,62,111,132,89,21,3,3,4,222,207
E09000003,Barnet,E01000313,958,88,95,157,127,10,1,2,23,249,206
E09000003,Barnet,E01000314,1142,98,91,164,134,17,1,6,14,405,212
E09000003,Barnet,E01000315,767,97,78,132,89,6,4,1,5,214,141
E09000003,Barnet,E01000316,1087,101,69,154,146,14,8,0,4,429,162
E09000003,Barnet,E01000317,751,52,53,73,90,8,0,2,3,384,86
E09000003,Barnet,E01000318,855,71,53,95,101,16,3,1,4,369,142
E09000003,Barnet,E01000319,705,53,38,82,61,9,5,1,3,383,70
E09000003,Barnet,E01000320,987,54,94,112,135,7,6,3,9,453,114
E09000003,Barnet,E01000321,1080,61,81,110,136,21,5,3,8,500,155
E09000003,Barnet,E01000322,902,80,58,111,110,19,3,1,2,358,160
E09000003,Barnet,E01000323,1215,111,90,112,187,7,5,3,11,455,234
E09000003,Barnet,E01000324,914,66,79,131,108,9,3,5,3,370,140
E09000003,Barnet,E01033911,903,17,79,72,110,10,9,2,6,486,112
E09000003,Barnet,E01033912,860,26,67,55,122,10,2,1,4,478,95
E09000003,Barnet,E01033913,581,48,55,91,83,10,2,1,3,137,151
E09000003,Barnet,E01033914,776,90,71,139,141,10,6,7,7,125,180
E09000003,Barnet,E01033915,551,40,51,66,74,3,1,0,1,230,85
E09000003,Barnet,E01033916,832,46,78,127,144,8,6,2,3,227,191
E09000003,Barnet,E01033917,864,50,64,96,137,15,6,10,7,383,96
E09000003,Barnet,E01033918,823,43,50,87,134,7,2,5,5,413,77
E09000003,Barnet,E01033919,804,24,33,72,138,9,4,2,4,423,95
E09000003,Barnet,E01033920,902,40,35,89,166,6,3,1,5,444,113
E09000003,Barnet,E01033921,928,44,63,101,162,11,5,1,9,408,124
E09000003,Barnet,E01033922,1005,49,65,121,152,5,2,2,4,429,176
E09000003,Barnet,E01033923,720,54,72,80,119,9,5,0,0,245,136
E09000003,Barnet,E01033924,657,59,62,70,113,9,5,2,5,188,144
E09000003,Barnet,E01033925,871,59,79,128,121,17,1,1,7,295,163
E09000004,Bexley,E01000325,803,73,71,87,72,42,5,4,2,347,100
E09000004,Bexley,E01000326,724,38,77,77,78,53,5,3,4,273,116
E09000004,Bexley,E01000327,756,54,80,69,85,29,2,7,5,296,129
E09000004,Bexley,E01000328,748,53,62,68,77,46,5,4,3,304,126
E09000004,Bexley,E01000329,807,63,77,83,107,46,3,1,6,294,127
E09000004,Bexley,E01000330,769,68,96,84,98,34,9,7,3,257,113
E09000004,Bexley,E01000331,759,69,88,103,87,39,6,2,8,216,141
E09000004,Bexley,E01000332,722,59,99,76,94,31,12,2,5,225,119
E09000004,Bexley,E01000333,868,60,123,106,118,29,7,6,10,262,147
E09000004,Bexley,E01000334,794,53,119,93,118,21,9,2,11,227,141
E09000004,Bexley,E01000335,1419,146,132,177,195,79,13,4,12,418,243
E09000004,Bexley,E01000336,860,71,106,102,141,46,8,5,11,214,156
E09000004,Bexley,E01000337,838,83,110,97,121,26,6,3,9,233,150
E09000004,Bexley,E01000338,971,86,106,109,147,41,8,2,9,284,179
E09000004,Bexley,E01000339,749,42,84,100,79,13,7,2,9,283,130
E09000004,Bexley,E01000340,763,33,93,107,102,10,5,2,10,232,169
